ItemID,MeanRating
4766,3.079999999999999
4817,3.333333333333334
4829,3.1724137931034475
4844,3.518776077885953
4909,2.90566037735849
4972,3.090909090909091
5107,3.24923076923077
5117,3.045454545454546
5134,3.382352941176471
5143,3.25
5208,3.631578947368423
5287,3.46969696969697
5580,2.5217391304347823
5583,2.5
5688,3.7749999999999995
5702,2.0
5743,3.125
5795,3.8888888888888875
5843,3.134883720930233
5872,3.2730179028133
6171,3.2857142857142847
6222,3.3368421052631585
6430,3.877551020408163
6473,3.0
6514,1.5
6682,3.5517241379310334
6772,4.0
6792,3.3125
6827,1.836363636363636
6839,3.0975609756097553
6856,3.9285714285714297
7091,4.22007722007722
7109,3.333333333333334
7127,2.8333333333333335
7209,3.911602209944752
7289,2.4090909090909087
7331,3.291666666666666
7363,2.3333333333333335
7474,3.65625
7565,2.3333333333333335
7579,3.8086419753086402
7759,4.01492537313433
7878,3.1000000000000014
8123,3.6538461538461533
8125,4.230769230769232
8335,4.108108108108107
8378,3.5384615384615397
8666,2.1225382932166292
8668,3.5
8680,3.166666666666666
8693,2.799999999999999
8821,2.4166666666666665
8873,4.093411175979982
8922,3.1499999999999995
8983,3.951836734693878
25775,4.0
25894,4.0
25948,3.714285714285715
26283,3.7446808510638316
26338,3.0
26379,3.782608695652172
26391,3.4259259259259256
26502,3.8135593220338975
27156,4.1472868217054275
27193,3.3416666666666686
27334,3.8333333333333344
27604,3.5048543689320386
27644,3.2777777777777777
27657,1.5
27830,3.759999999999999
30764,4.5
30818,3.380434782608696
31000,2.7727272727272734
31152,4.0
31437,4.148387096774194
31600,2.75
31892,3.1818181818181808
31952,3.9361702127659575
32013,3.5
32031,3.513257575757576
32076,2.7272727272727275
32302,3.0752688172043006
32627,2.15625
32632,3.592592592592593
33117,4.0
33132,2.5714285714285716
33142,3.5
33767,3.666666666666666
34659,3.0
34666,3.8888888888888875
36086,3.2631578947368416
36289,3.2033898305084754
38164,3.692307692307693
39292,4.044444444444443
40962,2.9275362318840568
41025,3.702702702702702
41721,3.7631578947368416
43631,3.5
43838,2.7272727272727275
44849,3.470588235294117
44900,3.333333333333334
45662,2.8181818181818192
46322,3.9661458333333344
46525,3.3999999999999995
47830,3.3999999999999995
48001,3.6875
48049,3.3999999999999995
49526,2.950819672131147
49615,3.5454545454545463
50594,4.0
50886,3.5
51060,3.7000000000000015
51187,3.782608695652172
51638,3.75
52173,3.5
52712,3.2826086956521725
52942,3.25
53906,3.484848484848485
54254,3.8571428571428554
54290,1.7166666666666661
55036,2.75
55154,3.6363636363636345
55255,3.333333333333334
55360,3.466666666666668
55369,3.799999999999999
55751,2.333333333333333
56941,3.7603550295857975
56945,3.035714285714285
57476,3.2000000000000006
57848,3.714285714285715
58295,3.8632478632478633
58365,3.6875
58418,3.0857142857142863
58494,3.1749999999999994
59256,3.164179104477612
59501,3.5193482688391033
60096,4.0
60213,3.692307692307693
60618,2.25
62153,3.4545454545454537
62245,4.277777777777778
62439,3.314285714285715
62586,2.3076923076923075
63119,3.285714285714285
63458,2.2777777777777777
65259,3.615384615384615
65927,2.6363636363636362
66539,2.5
66586,1.333333333333333
66854,4.0
67073,2.7446808510638308
67098,4.0
67734,3.726513569937369
68173,3.7222222222222223
69134,3.559566787003611
69446,2.75
69483,4.1111111111111125
69811,3.0
70286,4.089055347482314
70421,3.5
70507,3.6000000000000005
70537,4.666666666666666
70543,3.8571428571428563
70869,3.3999999999999995
71462,4.0324074074074066
71677,3.5
72022,3.0
72159,4.5
72310,3.2000000000000006
72552,2.8571428571428563
72657,3.0
72822,3.25
72931,4.5
73060,3.0
73488,2.8965517241379315
73681,3.5428571428571436
73981,3.785714285714285
74086,3.0
74263,3.25
74791,3.950000000000001
75808,3.25
76085,3.285714285714285
76089,3.714285714285715
76121,3.0
77326,3.0
77672,3.3999999999999995
78041,3.247619047619047
78130,2.75
78422,3.666666666666666
78885,3.0
79003,4.0
79228,3.25
79461,3.333333333333334
79925,3.5
79936,4.0
80432,4.1111111111111125
80655,3.0
80775,3.2051282051282044
81411,4.25
81546,3.4285714285714284
81804,3.6739130434782603
82857,3.111111111111112
82904,3.285714285714285
83248,3.200000000000001
83437,3.25
83616,3.0
84181,4.0
84450,3.5
84836,2.0
85273,3.0
85360,2.666666666666666
85783,4.0
86347,4.262443438914027
86438,4.0
86453,3.666666666666666
87076,3.333333333333334
87685,2.75
87880,2.75
87994,3.5
88075,2.0
88272,3.0499999999999994
88378,3.0
88398,3.5
88414,2.0
89114,3.0
89516,2.666666666666666
89623,3.333333333333334
89829,4.0
90260,4.0
90378,3.5806451612903216
90413,3.625
91446,2.75
91560,3.5
91589,3.0
91745,4.0
92210,4.07142857142857
92391,3.6428571428571437
92481,4.333333333333334
92507,3.5974025974025987
93168,3.6666666666666656
93212,3.6000000000000014
93510,3.794044665012406
93544,1.0
93570,4.0
93574,4.0
93752,3.75
94405,3.40625
94739,3.3999999999999986
94786,4.0
95157,3.6666666666666656
95449,3.2400000000000015
95517,5.0
95604,4.3999999999999995
95816,3.466666666666668
96239,4.25
96467,3.486486486486486
96514,3.2000000000000006
96629,3.2000000000000006
96909,3.285714285714285
97010,3.0
97024,4.1111111111111125
97742,2.714285714285715
97775,5.0
97847,1.0
97870,3.914285714285713
97886,3.5
97906,4.0
98219,3.0
98922,3.799999999999999
98989,2.5
99240,4.0
99347,2.0
99497,2.0
99861,3.583333333333334
99904,1.0
99962,4.0
100060,4.0
100085,3.5
100103,1.0
100344,3.560975609756098
100553,4.777777777777778
101158,4.0
101446,3.0
101710,3.333333333333334
101717,5.0
101719,3.666666666666666
101741,3.5232558139534897
101765,4.25
101812,3.666666666666666
102028,4.0
102852,3.0
103003,4.0
103653,3.0
103784,3.75
103838,3.666666666666666
104089,3.2727272727272734
104392,4.0
104638,1.666666666666667
104817,3.0
105096,4.0
105310,2.0
105450,1.0
105554,3.5
106208,2.0
106431,3.666666666666666
106475,4.0
106634,3.0
107075,2.5
107306,4.5
107402,3.0
107539,3.5
107836,4.0
107951,4.0
108237,2.0
108410,4.5
108425,2.0
108501,3.608695652173914
108503,2.0
108588,2.0
108590,2.0
108674,3.0
108685,2.0
109032,3.0
109526,3.0
110056,3.0
110063,3.0
110116,3.0
110127,3.008695652173913
110267,4.5
110320,3.0
110409,3.5
110503,4.0
110850,3.5
111261,3.0
111364,3.1489361702127656
111716,3.0
111850,3.0
111882,4.0
112249,4.0
112277,2.0
112383,3.0
112948,4.0
113122,4.0
113800,3.0
113843,2.0
114060,3.6410256410256414
114172,4.0
114238,4.0
114599,3.0
114698,5.0
114842,1.0
115111,3.666666666666666
115502,4.333333333333334
115524,4.0
116441,4.0
116600,4.0
117504,4.0
117624,3.0
117750,2.0
117851,3.4761904761904754
117859,1.0
117893,3.2000000000000006
117907,5.0
118272,3.5
118292,1.0
118688,4.5
119133,3.0
119629,3.0
119705,1.0
120524,2.0
120610,3.5
120763,1.0
120833,3.0
120903,4.0
121211,1.0
121253,3.0
121300,4.0
121366,3.0
121457,4.0
122855,2.0
124537,4.0
124825,1.0
125359,4.0
125652,3.0
125992,3.0
126124,2.0
126586,4.0
126749,2.75
126939,4.0
126957,4.0
127270,3.0
127321,3.5
128099,3.0
128399,3.0
128445,4.0
128616,3.6666666666666656
129227,4.0
129391,3.0
129405,2.5
129739,5.0
129771,4.0
130083,4.0
130298,4.0
130502,2.0
130784,4.0
131148,4.0
131154,4.0
