UserID,RatingCount,Percentage,Group
542,1,0.2,Cold
543,2,0.4,Cold
545,3,0.6,Cold
554,11,2.1999999999999997,Medium
556,1,0.2,Cold
557,2,0.4,Cold
563,2,0.4,Cold
567,1,0.2,Cold
568,1,0.2,Cold
572,21,4.2,Medium
579,7,1.4000000000000001,Cold
584,1,0.2,Cold
588,1,0.2,Cold
594,4,0.8,Cold
598,3,0.6,Cold
600,8,1.6,Cold
606,2,0.4,Cold
612,1,0.2,Cold
621,3,0.6,Cold
622,1,0.2,Cold
623,1,0.2,Cold
624,2,0.4,Cold
627,3,0.6,Cold
628,5,1.0,Cold
631,5,1.0,Cold
633,1,0.2,Cold
637,14,2.8000000000000003,Medium
642,1,0.2,Cold
648,24,4.8,Medium
649,2,0.4,Cold
652,2,0.4,Cold
654,2,0.4,Cold
660,1,0.2,Cold
662,3,0.6,Cold
663,9,1.7999999999999998,Cold
664,8,1.6,Cold
670,4,0.8,Cold
673,1,0.2,Cold
675,4,0.8,Cold
679,2,0.4,Cold
692,4,0.8,Cold
693,1,0.2,Cold
697,2,0.4,Cold
705,1,0.2,Cold
710,17,3.4000000000000004,Medium
718,1,0.2,Cold
725,3,0.6,Cold
731,1,0.2,Cold
739,6,1.2,Cold
743,1,0.2,Cold
761,8,1.6,Cold
762,1,0.2,Cold
767,1,0.2,Cold
770,2,0.4,Cold
771,2,0.4,Cold
781,2,0.4,Cold
782,1,0.2,Cold
790,3,0.6,Cold
794,1,0.2,Cold
797,3,0.6,Cold
800,1,0.2,Cold
802,12,2.4,Medium
807,4,0.8,Cold
810,2,0.4,Cold
812,22,4.3999999999999995,Medium
816,3,0.6,Cold
817,3,0.6,Cold
821,2,0.4,Cold
831,1,0.2,Cold
833,2,0.4,Cold
841,4,0.8,Cold
843,9,1.7999999999999998,Cold
856,14,2.8000000000000003,Medium
860,5,1.0,Cold
868,3,0.6,Cold
872,11,2.1999999999999997,Medium
879,1,0.2,Cold
886,1,0.2,Cold
887,1,0.2,Cold
894,1,0.2,Cold
897,2,0.4,Cold
903,56,11.200000000000001,Rich
910,15,3.0,Medium
914,1,0.2,Cold
915,1,0.2,Cold
920,2,0.4,Cold
922,1,0.2,Cold
924,3,0.6,Cold
930,4,0.8,Cold
935,4,0.8,Cold
936,4,0.8,Cold
937,1,0.2,Cold
940,5,1.0,Cold
945,2,0.4,Cold
949,1,0.2,Cold
951,4,0.8,Cold
953,1,0.2,Cold
960,1,0.2,Cold
961,1,0.2,Cold
969,6,1.2,Cold
971,18,3.5999999999999996,Medium
978,5,1.0,Cold
980,1,0.2,Cold
982,36,7.199999999999999,Other
987,2,0.4,Cold
991,1,0.2,Cold
997,1,0.2,Cold
1001,11,2.1999999999999997,Medium
1006,1,0.2,Cold
1007,5,1.0,Cold
1011,15,3.0,Medium
1016,2,0.4,Cold
1020,1,0.2,Cold
1043,1,0.2,Cold
1055,1,0.2,Cold
1062,1,0.2,Cold
1065,2,0.4,Cold
1086,1,0.2,Cold
1088,2,0.4,Cold
1092,1,0.2,Cold
1098,2,0.4,Cold
1100,3,0.6,Cold
1103,1,0.2,Cold
1105,5,1.0,Cold
1118,2,0.4,Cold
1122,1,0.2,Cold
1124,1,0.2,Cold
1127,1,0.2,Cold
1132,2,0.4,Cold
1133,3,0.6,Cold
1140,6,1.2,Cold
1143,3,0.6,Cold
1144,3,0.6,Cold
1155,12,2.4,Medium
1159,3,0.6,Cold
1160,3,0.6,Cold
1165,13,2.6,Medium
1184,2,0.4,Cold
1187,4,0.8,Cold
1188,2,0.4,Cold
1195,1,0.2,Cold
1199,2,0.4,Cold
1202,1,0.2,Cold
1209,6,1.2,Cold
1212,1,0.2,Cold
1215,1,0.2,Cold
1216,1,0.2,Cold
1221,1,0.2,Cold
1222,9,1.7999999999999998,Cold
1223,3,0.6,Cold
1224,1,0.2,Cold
1225,3,0.6,Cold
1230,3,0.6,Cold
1237,2,0.4,Cold
1246,3,0.6,Cold
1249,1,0.2,Cold
1274,2,0.4,Cold
1278,1,0.2,Cold
1279,3,0.6,Cold
1281,4,0.8,Cold
1282,4,0.8,Cold
1287,2,0.4,Cold
1290,4,0.8,Cold
1291,1,0.2,Cold
1301,10,2.0,Cold
1309,9,1.7999999999999998,Cold
1311,6,1.2,Cold
1312,2,0.4,Cold
1313,1,0.2,Cold
1317,4,0.8,Cold
1325,2,0.4,Cold
1334,17,3.4000000000000004,Medium
1338,5,1.0,Cold
1339,13,2.6,Medium
1341,5,1.0,Cold
1345,1,0.2,Cold
1352,1,0.2,Cold
1357,1,0.2,Cold
1358,2,0.4,Cold
1368,1,0.2,Cold
1369,5,1.0,Cold
1376,5,1.0,Cold
1378,10,2.0,Cold
1380,1,0.2,Cold
1381,6,1.2,Cold
1394,1,0.2,Cold
1400,5,1.0,Cold
1409,2,0.4,Cold
1416,1,0.2,Cold
1419,18,3.5999999999999996,Medium
1433,11,2.1999999999999997,Medium
1439,1,0.2,Cold
1442,2,0.4,Cold
1446,11,2.1999999999999997,Medium
1447,1,0.2,Cold
1455,2,0.4,Cold
1457,2,0.4,Cold
1468,1,0.2,Cold
1469,1,0.2,Cold
1472,2,0.4,Cold
1475,3,0.6,Cold
1481,2,0.4,Cold
1484,3,0.6,Cold
1498,1,0.2,Cold
1509,2,0.4,Cold
1510,3,0.6,Cold
1530,4,0.8,Cold
1546,1,0.2,Cold
1548,9,1.7999999999999998,Cold
1549,1,0.2,Cold
1557,2,0.4,Cold
1565,3,0.6,Cold
1570,2,0.4,Cold
1573,8,1.6,Cold
1577,3,0.6,Cold
1581,3,0.6,Cold
1582,1,0.2,Cold
1584,4,0.8,Cold
1592,1,0.2,Cold
1601,9,1.7999999999999998,Cold
1607,3,0.6,Cold
1611,2,0.4,Cold
1618,1,0.2,Cold
1623,1,0.2,Cold
1625,3,0.6,Cold
1629,7,1.4000000000000001,Cold
1632,6,1.2,Cold
1637,1,0.2,Cold
1643,11,2.1999999999999997,Medium
1651,1,0.2,Cold
1653,7,1.4000000000000001,Cold
1655,2,0.4,Cold
1661,2,0.4,Cold
1669,2,0.4,Cold
1674,2,0.4,Cold
1677,3,0.6,Cold
1681,5,1.0,Cold
1694,2,0.4,Cold
1701,1,0.2,Cold
1703,1,0.2,Cold
1707,5,1.0,Cold
1713,3,0.6,Cold
1714,3,0.6,Cold
1722,2,0.4,Cold
1725,1,0.2,Cold
1729,15,3.0,Medium
1735,3,0.6,Cold
1738,2,0.4,Cold
1740,1,0.2,Cold
1746,8,1.6,Cold
1747,1,0.2,Cold
1755,18,3.5999999999999996,Medium
1770,2,0.4,Cold
1773,1,0.2,Cold
1777,2,0.4,Cold
1778,1,0.2,Cold
1790,3,0.6,Cold
1792,2,0.4,Cold
1813,4,0.8,Cold
1815,5,1.0,Cold
1825,4,0.8,Cold
1829,6,1.2,Cold
1834,5,1.0,Cold
1836,1,0.2,Cold
1838,4,0.8,Cold
1839,4,0.8,Cold
1840,3,0.6,Cold
1843,1,0.2,Cold
1846,1,0.2,Cold
1847,3,0.6,Cold
1855,6,1.2,Cold
1858,8,1.6,Cold
1869,7,1.4000000000000001,Cold
1873,2,0.4,Cold
1875,1,0.2,Cold
1876,8,1.6,Cold
1884,1,0.2,Cold
1891,3,0.6,Cold
1904,1,0.2,Cold
1909,1,0.2,Cold
1912,1,0.2,Cold
1915,1,0.2,Cold
1917,1,0.2,Cold
1918,2,0.4,Cold
1923,1,0.2,Cold
1927,3,0.6,Cold
1930,1,0.2,Cold
1931,16,3.2,Medium
1953,3,0.6,Cold
1958,2,0.4,Cold
1959,8,1.6,Cold
1970,7,1.4000000000000001,Cold
1971,1,0.2,Cold
1972,26,5.2,Other
1983,5,1.0,Cold
1984,10,2.0,Cold
1989,2,0.4,Cold
1999,5,1.0,Cold
2006,2,0.4,Cold
2012,1,0.2,Cold
2015,6,1.2,Cold
2018,1,0.2,Cold
2021,1,0.2,Cold
2024,12,2.4,Medium
2026,2,0.4,Cold
2028,1,0.2,Cold
2030,2,0.4,Cold
2033,5,1.0,Cold
2040,1,0.2,Cold
2043,5,1.0,Cold
2044,1,0.2,Cold
2047,11,2.1999999999999997,Medium
2055,1,0.2,Cold
2061,2,0.4,Cold
2064,8,1.6,Cold
2069,1,0.2,Cold
2081,7,1.4000000000000001,Cold
2085,2,0.4,Cold
2092,2,0.4,Cold
2097,1,0.2,Cold
2107,10,2.0,Cold
2109,2,0.4,Cold
2114,3,0.6,Cold
2117,6,1.2,Cold
2118,2,0.4,Cold
2119,5,1.0,Cold
2120,1,0.2,Cold
2125,1,0.2,Cold
2133,1,0.2,Cold
2140,6,1.2,Cold
2147,10,2.0,Cold
2150,1,0.2,Cold
2151,4,0.8,Cold
2152,3,0.6,Cold
2153,3,0.6,Cold
2161,8,1.6,Cold
2162,1,0.2,Cold
2177,4,0.8,Cold
2184,8,1.6,Cold
2185,1,0.2,Cold
2188,8,1.6,Cold
2189,1,0.2,Cold
2191,8,1.6,Cold
2193,4,0.8,Cold
2197,5,1.0,Cold
2201,1,0.2,Cold
2204,5,1.0,Cold
2206,2,0.4,Cold
2209,7,1.4000000000000001,Cold
2214,4,0.8,Cold
2217,6,1.2,Cold
2221,2,0.4,Cold
2225,3,0.6,Cold
2226,4,0.8,Cold
2232,22,4.3999999999999995,Medium
2238,3,0.6,Cold
2248,5,1.0,Cold
2249,1,0.2,Cold
2259,12,2.4,Medium
2274,5,1.0,Cold
2277,1,0.2,Cold
2279,1,0.2,Cold
2280,2,0.4,Cold
2285,2,0.4,Cold
2286,2,0.4,Cold
2289,9,1.7999999999999998,Cold
2293,1,0.2,Cold
2294,1,0.2,Cold
2295,2,0.4,Cold
2299,3,0.6,Cold
2303,2,0.4,Cold
2312,2,0.4,Cold
2313,1,0.2,Cold
2322,3,0.6,Cold
2323,4,0.8,Cold
2330,5,1.0,Cold
2332,2,0.4,Cold
2335,7,1.4000000000000001,Cold
2345,1,0.2,Cold
2350,1,0.2,Cold
2354,2,0.4,Cold
2361,4,0.8,Cold
2362,4,0.8,Cold
2370,5,1.0,Cold
2373,1,0.2,Cold
2374,17,3.4000000000000004,Medium
2378,14,2.8000000000000003,Medium
2379,1,0.2,Cold
2393,2,0.4,Cold
2408,1,0.2,Cold
2413,1,0.2,Cold
2419,2,0.4,Cold
2420,5,1.0,Cold
2423,5,1.0,Cold
2426,2,0.4,Cold
2427,3,0.6,Cold
2430,6,1.2,Cold
2438,1,0.2,Cold
2443,1,0.2,Cold
2444,7,1.4000000000000001,Cold
2445,1,0.2,Cold
2446,1,0.2,Cold
2454,2,0.4,Cold
2455,1,0.2,Cold
2456,3,0.6,Cold
2461,3,0.6,Cold
2468,2,0.4,Cold
2475,2,0.4,Cold
2482,3,0.6,Cold
2484,19,3.8,Medium
2487,4,0.8,Cold
2490,1,0.2,Cold
2494,2,0.4,Cold
2501,1,0.2,Cold
2503,1,0.2,Cold
2509,5,1.0,Cold
2514,6,1.2,Cold
2517,7,1.4000000000000001,Cold
2525,1,0.2,Cold
2533,1,0.2,Cold
2545,1,0.2,Cold
2558,8,1.6,Cold
2564,1,0.2,Cold
2565,4,0.8,Cold
2572,2,0.4,Cold
2573,2,0.4,Cold
2576,4,0.8,Cold
2582,2,0.4,Cold
2583,4,0.8,Cold
2584,1,0.2,Cold
2585,2,0.4,Cold
2586,2,0.4,Cold
2590,2,0.4,Cold
2593,1,0.2,Cold
2597,1,0.2,Cold
2598,1,0.2,Cold
2599,1,0.2,Cold
2601,3,0.6,Cold
2606,4,0.8,Cold
2608,3,0.6,Cold
2609,4,0.8,Cold
2610,2,0.4,Cold
2617,2,0.4,Cold
2626,4,0.8,Cold
2633,1,0.2,Cold
2645,2,0.4,Cold
2656,4,0.8,Cold
2659,2,0.4,Cold
2660,1,0.2,Cold
2663,6,1.2,Cold
2667,1,0.2,Cold
2672,2,0.4,Cold
2675,3,0.6,Cold
2676,2,0.4,Cold
2677,2,0.4,Cold
2680,1,0.2,Cold
2684,3,0.6,Cold
2691,4,0.8,Cold
2696,5,1.0,Cold
2702,6,1.2,Cold
2704,2,0.4,Cold
2706,1,0.2,Cold
2713,3,0.6,Cold
2714,2,0.4,Cold
2715,1,0.2,Cold
2718,20,4.0,Medium
2722,1,0.2,Cold
2724,7,1.4000000000000001,Cold
2735,2,0.4,Cold
2745,1,0.2,Cold
2748,1,0.2,Cold
2751,4,0.8,Cold
2756,7,1.4000000000000001,Cold
2762,24,4.8,Medium
2768,1,0.2,Cold
2772,16,3.2,Medium
2791,1,0.2,Cold
2798,1,0.2,Cold
2803,2,0.4,Cold
2805,1,0.2,Cold
2808,2,0.4,Cold
2812,8,1.6,Cold
2818,1,0.2,Cold
2821,1,0.2,Cold
2827,1,0.2,Cold
2831,1,0.2,Cold
2839,4,0.8,Cold
2854,2,0.4,Cold
2855,9,1.7999999999999998,Cold
2856,3,0.6,Cold
2874,1,0.2,Cold
2876,1,0.2,Cold
2879,2,0.4,Cold
2887,3,0.6,Cold
2888,1,0.2,Cold
2895,1,0.2,Cold
2897,2,0.4,Cold
2898,10,2.0,Cold
2899,5,1.0,Cold
2900,4,0.8,Cold
2902,7,1.4000000000000001,Cold
2903,3,0.6,Cold
2907,3,0.6,Cold
2909,7,1.4000000000000001,Cold
2915,15,3.0,Medium
2921,1,0.2,Cold
2928,8,1.6,Cold
2931,4,0.8,Cold
2937,4,0.8,Cold
2939,1,0.2,Cold
2946,3,0.6,Cold
2947,3,0.6,Cold
2958,2,0.4,Cold
2962,1,0.2,Cold
2967,3,0.6,Cold
2975,1,0.2,Cold
2978,3,0.6,Cold
2979,1,0.2,Cold
2986,1,0.2,Cold
2987,1,0.2,Cold
2988,12,2.4,Medium
2995,5,1.0,Cold
2998,1,0.2,Cold
3000,1,0.2,Cold
3002,1,0.2,Cold
3011,2,0.4,Cold
3016,2,0.4,Cold
3025,6,1.2,Cold
3040,6,1.2,Cold
3042,3,0.6,Cold
3061,2,0.4,Cold
3065,1,0.2,Cold
3066,1,0.2,Cold
3069,4,0.8,Cold
3071,2,0.4,Cold
3074,1,0.2,Cold
3075,1,0.2,Cold
3080,2,0.4,Cold
3082,1,0.2,Cold
3088,5,1.0,Cold
3095,2,0.4,Cold
3100,1,0.2,Cold
3101,4,0.8,Cold
3106,6,1.2,Cold
3108,4,0.8,Cold
3113,3,0.6,Cold
3119,1,0.2,Cold
3127,8,1.6,Cold
3132,3,0.6,Cold
3133,2,0.4,Cold
3135,3,0.6,Cold
3141,1,0.2,Cold
3143,2,0.4,Cold
3145,4,0.8,Cold
3146,6,1.2,Cold
3159,2,0.4,Cold
3161,2,0.4,Cold
3163,4,0.8,Cold
3175,1,0.2,Cold
3179,13,2.6,Medium
3182,1,0.2,Cold
3183,2,0.4,Cold
3184,6,1.2,Cold
3188,1,0.2,Cold
3189,4,0.8,Cold
3194,3,0.6,Cold
3195,6,1.2,Cold
3206,2,0.4,Cold
3207,14,2.8000000000000003,Medium
3209,1,0.2,Cold
3210,9,1.7999999999999998,Cold
3211,1,0.2,Cold
3222,1,0.2,Cold
3223,2,0.4,Cold
3224,1,0.2,Cold
3233,3,0.6,Cold
3235,1,0.2,Cold
3237,2,0.4,Cold
3239,2,0.4,Cold
3242,1,0.2,Cold
3245,1,0.2,Cold
3249,8,1.6,Cold
3254,2,0.4,Cold
3255,2,0.4,Cold
3258,1,0.2,Cold
3263,7,1.4000000000000001,Cold
3270,1,0.2,Cold
3277,9,1.7999999999999998,Cold
3280,2,0.4,Cold
3282,3,0.6,Cold
3283,2,0.4,Cold
3287,1,0.2,Cold
3289,26,5.2,Other
3291,2,0.4,Cold
3293,6,1.2,Cold
3307,2,0.4,Cold
3317,2,0.4,Cold
3318,52,10.4,Rich
3324,1,0.2,Cold
3327,1,0.2,Cold
3329,5,1.0,Cold
3338,3,0.6,Cold
3344,9,1.7999999999999998,Cold
3346,1,0.2,Cold
3347,1,0.2,Cold
3349,1,0.2,Cold
3350,1,0.2,Cold
3356,7,1.4000000000000001,Cold
3357,1,0.2,Cold
3358,1,0.2,Cold
3359,1,0.2,Cold
3369,1,0.2,Cold
3377,1,0.2,Cold
3399,1,0.2,Cold
3400,3,0.6,Cold
3401,2,0.4,Cold
3407,3,0.6,Cold
3409,3,0.6,Cold
3411,1,0.2,Cold
3412,3,0.6,Cold
3419,3,0.6,Cold
3423,1,0.2,Cold
3425,1,0.2,Cold
3426,3,0.6,Cold
3427,3,0.6,Cold
3428,9,1.7999999999999998,Cold
3433,3,0.6,Cold
3434,1,0.2,Cold
3439,4,0.8,Cold
3456,2,0.4,Cold
3457,11,2.1999999999999997,Medium
3459,1,0.2,Cold
3461,9,1.7999999999999998,Cold
3462,2,0.4,Cold
3463,2,0.4,Cold
3469,5,1.0,Cold
3474,3,0.6,Cold
3476,3,0.6,Cold
3478,1,0.2,Cold
3484,2,0.4,Cold
3485,1,0.2,Cold
3491,4,0.8,Cold
3497,2,0.4,Cold
3498,1,0.2,Cold
3507,1,0.2,Cold
3512,1,0.2,Cold
3515,10,2.0,Cold
3517,3,0.6,Cold
3518,2,0.4,Cold
3520,4,0.8,Cold
3532,5,1.0,Cold
3533,1,0.2,Cold
3534,5,1.0,Cold
3537,5,1.0,Cold
3541,1,0.2,Cold
3547,1,0.2,Cold
3548,2,0.4,Cold
3552,2,0.4,Cold
3564,1,0.2,Cold
3570,3,0.6,Cold
3577,1,0.2,Cold
3580,4,0.8,Cold
3583,3,0.6,Cold
3585,2,0.4,Cold
3587,1,0.2,Cold
3589,7,1.4000000000000001,Cold
3593,4,0.8,Cold
3597,7,1.4000000000000001,Cold
3604,2,0.4,Cold
3605,1,0.2,Cold
3606,4,0.8,Cold
3612,3,0.6,Cold
3616,2,0.4,Cold
3621,3,0.6,Cold
3630,3,0.6,Cold
3634,1,0.2,Cold
3640,2,0.4,Cold
3642,1,0.2,Cold
3650,1,0.2,Cold
3656,5,1.0,Cold
3661,1,0.2,Cold
3666,1,0.2,Cold
3667,8,1.6,Cold
3671,3,0.6,Cold
3673,19,3.8,Medium
3674,1,0.2,Cold
3682,1,0.2,Cold
3691,1,0.2,Cold
3693,3,0.6,Cold
3697,6,1.2,Cold
3699,1,0.2,Cold
3701,2,0.4,Cold
3702,1,0.2,Cold
3703,4,0.8,Cold
3704,14,2.8000000000000003,Medium
3718,1,0.2,Cold
3723,1,0.2,Cold
3726,3,0.6,Cold
3727,2,0.4,Cold
3731,2,0.4,Cold
3737,6,1.2,Cold
3738,6,1.2,Cold
3739,2,0.4,Cold
3745,6,1.2,Cold
3746,13,2.6,Medium
3748,5,1.0,Cold
3751,6,1.2,Cold
3752,2,0.4,Cold
3764,1,0.2,Cold
3766,1,0.2,Cold
3771,1,0.2,Cold
3775,5,1.0,Cold
3782,3,0.6,Cold
3788,2,0.4,Cold
3792,4,0.8,Cold
3794,1,0.2,Cold
3795,4,0.8,Cold
3796,2,0.4,Cold
3797,24,4.8,Medium
3799,2,0.4,Cold
3801,2,0.4,Cold
3815,1,0.2,Cold
3816,5,1.0,Cold
3818,3,0.6,Cold
3827,10,2.0,Cold
3832,1,0.2,Cold
3834,1,0.2,Cold
3843,3,0.6,Cold
3846,5,1.0,Cold
3850,1,0.2,Cold
3854,1,0.2,Cold
3855,2,0.4,Cold
3856,5,1.0,Cold
3858,30,6.0,Other
3859,5,1.0,Cold
3863,4,0.8,Cold
3871,3,0.6,Cold
3872,1,0.2,Cold
3876,7,1.4000000000000001,Cold
3879,5,1.0,Cold
3885,2,0.4,Cold
3892,5,1.0,Cold
3894,3,0.6,Cold
3895,1,0.2,Cold
3899,8,1.6,Cold
3900,1,0.2,Cold
3902,1,0.2,Cold
3903,3,0.6,Cold
3907,45,9.0,Other
3910,4,0.8,Cold
3925,3,0.6,Cold
3926,2,0.4,Cold
3927,22,4.3999999999999995,Medium
3928,3,0.6,Cold
3934,3,0.6,Cold
3942,1,0.2,Cold
3943,3,0.6,Cold
3946,1,0.2,Cold
3951,2,0.4,Cold
3960,3,0.6,Cold
3973,4,0.8,Cold
3980,3,0.6,Cold
3999,3,0.6,Cold
4010,2,0.4,Cold
4011,2,0.4,Cold
4022,10,2.0,Cold
4029,2,0.4,Cold
4033,8,1.6,Cold
4035,1,0.2,Cold
4043,3,0.6,Cold
4048,4,0.8,Cold
4051,2,0.4,Cold
4052,2,0.4,Cold
4056,2,0.4,Cold
4058,2,0.4,Cold
4067,4,0.8,Cold
4074,3,0.6,Cold
4083,7,1.4000000000000001,Cold
4084,17,3.4000000000000004,Medium
4085,3,0.6,Cold
4086,1,0.2,Cold
4105,2,0.4,Cold
4110,1,0.2,Cold
4111,1,0.2,Cold
4116,1,0.2,Cold
4118,2,0.4,Cold
4127,8,1.6,Cold
4135,10,2.0,Cold
4138,2,0.4,Cold
4139,1,0.2,Cold
4140,14,2.8000000000000003,Medium
4146,3,0.6,Cold
4155,3,0.6,Cold
4161,3,0.6,Cold
4169,3,0.6,Cold
4170,2,0.4,Cold
4175,2,0.4,Cold
4176,1,0.2,Cold
4181,1,0.2,Cold
4183,7,1.4000000000000001,Cold
4186,3,0.6,Cold
4187,4,0.8,Cold
4192,3,0.6,Cold
4199,1,0.2,Cold
4201,2,0.4,Cold
4207,2,0.4,Cold
4215,11,2.1999999999999997,Medium
4219,1,0.2,Cold
4220,5,1.0,Cold
4225,1,0.2,Cold
4230,2,0.4,Cold
4236,1,0.2,Cold
4240,1,0.2,Cold
4253,4,0.8,Cold
4254,3,0.6,Cold
4258,2,0.4,Cold
4259,1,0.2,Cold
4263,1,0.2,Cold
4273,1,0.2,Cold
4276,28,5.6000000000000005,Other
4282,3,0.6,Cold
4283,2,0.4,Cold
4285,19,3.8,Medium
4292,3,0.6,Cold
4302,7,1.4000000000000001,Cold
4306,2,0.4,Cold
4312,1,0.2,Cold
4314,2,0.4,Cold
4318,1,0.2,Cold
4321,1,0.2,Cold
4322,1,0.2,Cold
4327,3,0.6,Cold
4330,5,1.0,Cold
4338,2,0.4,Cold
4340,5,1.0,Cold
4345,1,0.2,Cold
4350,1,0.2,Cold
4353,3,0.6,Cold
4356,2,0.4,Cold
4363,2,0.4,Cold
4365,2,0.4,Cold
4371,11,2.1999999999999997,Medium
4375,3,0.6,Cold
4389,11,2.1999999999999997,Medium
4390,8,1.6,Cold
4399,2,0.4,Cold
4402,4,0.8,Cold
4406,3,0.6,Cold
4407,1,0.2,Cold
4408,1,0.2,Cold
4413,3,0.6,Cold
4414,1,0.2,Cold
4419,1,0.2,Cold
4423,15,3.0,Medium
4431,1,0.2,Cold
4432,5,1.0,Cold
4439,5,1.0,Cold
4456,2,0.4,Cold
4458,1,0.2,Cold
4462,2,0.4,Cold
4463,1,0.2,Cold
4464,3,0.6,Cold
4467,2,0.4,Cold
4469,2,0.4,Cold
4475,3,0.6,Cold
4476,1,0.2,Cold
4477,1,0.2,Cold
4489,3,0.6,Cold
4492,1,0.2,Cold
4495,1,0.2,Cold
4502,2,0.4,Cold
4504,1,0.2,Cold
4505,1,0.2,Cold
4517,1,0.2,Cold
4518,1,0.2,Cold
4521,1,0.2,Cold
4524,2,0.4,Cold
4525,3,0.6,Cold
4527,2,0.4,Cold
4528,1,0.2,Cold
4529,19,3.8,Medium
4538,1,0.2,Cold
4548,15,3.0,Medium
4553,3,0.6,Cold
4557,2,0.4,Cold
4559,1,0.2,Cold
4563,9,1.7999999999999998,Cold
4574,4,0.8,Cold
4583,2,0.4,Cold
4587,14,2.8000000000000003,Medium
4588,1,0.2,Cold
4594,15,3.0,Medium
4596,1,0.2,Cold
4610,1,0.2,Cold
4612,4,0.8,Cold
4623,1,0.2,Cold
4634,7,1.4000000000000001,Cold
4635,3,0.6,Cold
4636,5,1.0,Cold
4639,2,0.4,Cold
4640,2,0.4,Cold
4641,9,1.7999999999999998,Cold
4642,4,0.8,Cold
4644,3,0.6,Cold
4653,1,0.2,Cold
4655,2,0.4,Cold
4658,4,0.8,Cold
4660,9,1.7999999999999998,Cold
4661,3,0.6,Cold
4682,2,0.4,Cold
4695,1,0.2,Cold
4701,2,0.4,Cold
4706,1,0.2,Cold
4715,1,0.2,Cold
4721,4,0.8,Cold
4722,2,0.4,Cold
4724,1,0.2,Cold
4725,4,0.8,Cold
4732,2,0.4,Cold
4733,1,0.2,Cold
4736,4,0.8,Cold
4740,2,0.4,Cold
4745,10,2.0,Cold
4746,1,0.2,Cold
4758,1,0.2,Cold
4772,14,2.8000000000000003,Medium
4776,6,1.2,Cold
4783,1,0.2,Cold
4789,2,0.4,Cold
4794,5,1.0,Cold
4798,3,0.6,Cold
4802,2,0.4,Cold
4818,2,0.4,Cold
4822,9,1.7999999999999998,Cold
4831,12,2.4,Medium
4832,1,0.2,Cold
4836,3,0.6,Cold
4841,4,0.8,Cold
4847,1,0.2,Cold
4852,1,0.2,Cold
4861,1,0.2,Cold
4862,2,0.4,Cold
4865,1,0.2,Cold
4869,1,0.2,Cold
4877,4,0.8,Cold
4878,1,0.2,Cold
4886,1,0.2,Cold
4888,2,0.4,Cold
4903,4,0.8,Cold
