User,Count
8376,1
8380,5
8391,17
8398,2
8403,5
8404,7
8405,140
8407,3
8410,10
8412,6
8414,1
8419,4
8424,1
8425,1
8426,2
8427,2
8432,2
8435,4
8436,1
8443,3
8446,1
8459,15
8462,4
8464,1
8469,3
8470,2
8475,4
8482,2
8483,1
8485,1
8503,9
8514,15
8518,3
8521,5
8533,3
8534,3
8536,4
8537,1
8541,27
8542,2
8545,2
8558,6
8565,1
8574,1
8575,4
8577,6
8578,3
8579,3
8588,4
8594,1
8601,10
8610,4
8611,1
8613,2
8614,2
8621,2
8626,3
8632,2
8644,22
8647,31
8650,2
8655,8
8656,3
8659,1
8663,2
8665,5
8666,4
8689,7
8691,7
8694,3
8700,2
8707,2
8712,2
8716,1
8721,2
8724,3
8737,4
8738,7
8739,23
8747,1
8748,5
8753,2
8755,2
8759,1
8764,2
8767,3
8771,1
8777,1
8782,1
8784,17
8785,3
8786,3
8790,2
8793,3
8800,1
8801,1
8805,34
8806,2
8822,1
8826,1
8828,6
8832,1
8836,1
8837,3
8842,1
8848,1
8850,2
8851,1
8860,1
8868,3
8869,1
8873,2
8876,2
8880,2
8886,1
8887,1
8897,3
8901,1
8902,6
8908,1
8910,1
8913,3
8918,3
8919,3
8931,2
8933,3
8935,1
8947,6
8948,4
8949,3
8954,1
8963,73
8965,3
8975,2
8988,2
8997,1
8999,4
9003,1
9007,2
9011,1
9012,1
9013,1
9023,1
9026,5
9027,4
9033,1
9042,7
9047,9
9050,3
9055,1
9057,2
9061,1
9069,1
9079,1
9082,3
9083,2
9088,2
9091,2
9098,3
9101,1
9102,1
9106,6
9108,2
9109,13
9116,32
9121,5
9125,2
9162,3
9173,4
9174,1
9184,4
9191,1
9193,3
9195,3
9196,2
9203,1
9209,2
9216,1
9219,2
9227,4
9230,7
9232,2
9233,1
9235,1
9240,2
9244,8
9252,2
9261,1
9262,1
9269,3
9272,12
9279,1
9280,2
9281,2
9288,2
9291,24
9294,3
9296,2
9301,1
9303,1
9309,2
9310,1
9314,1
9318,2
9320,5
9321,5
9322,7
9326,1
9340,2
9343,1
9354,4
9357,3
9378,2
9382,2
9385,4
9387,1
9389,5
9393,2
9398,1
9403,17
9415,2
9419,3
9423,3
9426,2
9430,2
9434,10
9439,1
9443,3
9447,2
9449,1
9450,2
9464,1
9467,2
9474,1
9476,2
9478,2
9481,2
9493,2
9497,8
9500,4
9505,4
9508,3
9512,4
9530,2
9532,2
9533,2
9534,1
9537,3
9543,3
9549,7
9551,2
9562,23
9567,2
9571,1
9575,3
9581,1
9583,2
9585,1
9587,2
9599,1
9601,6
9614,7
9619,4
9620,1
9625,2
9629,2
9634,1
9636,1
9642,1
9644,3
9645,9
9653,3
9654,7
9666,1
9667,2
9685,1
9686,5
9694,2
9705,4
9706,1
9707,1
9714,1
9715,2
9716,1
9727,1
9728,2
9731,2
9736,6
9739,1
9751,1
9752,1
9762,3
9763,2
9766,2
9767,3
9778,2
9783,3
9788,4
9795,13
9796,6
9797,13
9808,3
9813,1
9818,1
9826,2
9827,2
9831,3
9835,3
9840,1
9843,1
9848,1
9852,1
9853,1
9854,3
9860,1
9863,9
9864,1
9870,1
9876,2
9878,3
9882,1
9886,2
9893,10
9901,2
9902,2
9903,1
9908,1
9924,1
9927,1
9935,2
9939,1
9945,4
9949,1
9952,21
9972,1
9976,3
9981,8
9982,4
9985,2
9997,6
10013,2
10014,5
10016,1
10023,2
10027,16
10032,1
10033,2
10036,2
10038,3
10040,1
10045,1
10051,3
10052,2
10059,9
10066,1
10071,2
10076,1
10081,3
10082,2
10083,4
10085,13
10088,1
10090,1
10099,2
10100,3
10101,1
10104,2
10105,1
10106,2
10107,3
10115,1
10119,8
10121,14
10127,2
10128,2
10129,6
10131,4
10133,2
10140,4
10141,2
10149,2
10150,4
10151,5
10154,1
10155,1
10157,5
10166,2
10168,2
10171,2
10175,3
10179,15
10190,1
10191,2
10194,1
10198,5
10205,6
10207,1
10208,1
10213,3
10217,2
10228,2
10229,15
10238,1
10247,1
10252,2
10255,3
10257,2
10259,2
10261,3
10271,14
10272,1
10275,3
10276,13
10278,1
10280,14
10295,3
10301,3
10305,1
10312,3
10315,2
10319,2
10321,37
10323,3
10329,13
10331,1
10334,1
10339,16
10346,2
10355,3
10356,5
10360,1
10362,2
10369,1
10371,2
10378,1
10379,2
10380,3
10384,1
10385,3
10386,2
10388,1
10389,21
10411,1
10412,9
10413,1
10417,2
10422,3
10435,8
10439,1
10451,1
10456,3
10458,1
10461,5
10466,1
10477,2
10487,10
10496,1
10498,1
10509,1
10515,4
10527,4
10530,2
10541,1
10544,1
10556,1
10557,1
10575,4
10576,3
10584,1
10593,2
10604,1
10608,2
10612,3
10613,5
10616,25
10619,3
10620,2
10621,16
10623,1
10630,4
10631,1
10634,3
10635,2
10641,5
10642,5
10651,9
10653,2
10656,1
10662,3
10667,2
10670,16
10680,3
10682,3
10683,3
10684,1
10691,3
10692,4
10701,1
10704,4
10707,3
10708,3
10711,7
10712,6
10720,2
10729,1
10742,2
10747,1
10749,1
10752,6
10756,1
10758,6
10762,11
10776,1
10784,1
10785,1
10786,2
10788,20
10790,2
10797,2
10801,1
10802,7
10803,5
10807,1
10813,5
10814,1
10820,1
10831,3
10847,4
10848,12
10851,1
10854,1
10855,3
10863,8
10864,3
10866,11
10869,2
10873,2
10877,1
10881,2
10883,2
10887,15
10888,1
10900,2
10907,3
10910,4
10917,1
10923,4
10934,5
10935,7
10938,4
10943,4
10952,2
10953,3
10958,1
10971,2
10974,10
10980,3
10983,1
10985,2
10987,2
10989,27
10999,4
11001,1
11003,3
11014,12
11021,2
11024,3
11033,1
11038,1
11039,2
11055,1
11057,2
11058,2
11073,2
11078,4
11084,2
11085,1
11086,1
11093,1
11094,4
11097,14
11101,3
11104,2
11110,2
11112,3
11119,1
11120,2
11123,8
11131,2
11134,2
11136,1
11148,2
11149,1
11157,3
11158,1
11173,1
11183,6
11185,1
11186,2
11187,6
11193,3
11212,2
11215,1
11216,1
11217,4
11220,1
11223,6
11230,15
11237,13
11241,1
11248,19
11250,8
11272,2
11275,2
11299,3
11300,2
11305,1
11308,4
11318,2
11320,2
11324,2
11327,1
11341,2
11350,11
11354,3
11355,1
11358,1
11360,1
11362,1
11364,5
11366,4
11373,1
11374,2
11376,1
11380,8
11381,2
11386,1
11388,2
11392,3
11393,11
11403,2
11404,2
11406,4
11413,1
11415,1
11422,1
11429,1
11431,1
11444,1
11450,7
11451,1
11456,2
11458,5
11459,2
11467,3
11475,2
11482,3
11485,1
11489,1
11495,2
11499,1
11502,1
11521,1
11525,8
11534,2
11538,17
11544,1
11551,2
11553,1
11558,1
11560,24
11566,8
11574,8
11599,7
11600,2
11602,1
11604,1
11609,3
11616,1
11624,1
11647,1
11654,2
11657,2
11662,1
11664,6
11666,3
11671,2
11674,1
11683,3
11690,1
11697,1
11704,1
11705,1
11712,11
11719,41
11722,5
11728,2
11739,1
11743,1
11751,1
11762,1
11769,1
11770,1
11781,1
11786,1
11793,3
11798,2
11802,1
11808,1
11810,4
11818,1
11827,2
11828,2
11829,2
11835,1
11836,6
11837,1
11842,4
11846,4
11847,2
11856,5
11857,5
11858,3
11865,15
11867,5
11873,1
11874,1
11885,2
11886,16
11900,34
11902,21
11913,1
11916,3
11917,2
11924,12
11932,2
11940,1
11950,7
11951,4
11958,2
11964,6
11967,1
11976,1
11979,1
11986,3
11993,1
12000,1
12006,2
12008,11
12010,2
12011,2
12015,6
12020,1
12026,19
12030,2
12034,1
12036,9
12037,12
12046,5
12050,2
12051,7
12058,1
12068,1
12086,1
12089,11
12090,3
12091,2
12095,1
12096,1
12097,3
12103,5
12104,1
12107,1
12108,3
12116,2
12120,2
12124,6
12126,8
12131,57
12133,3
12134,3
12135,2
12144,3
12148,1
12149,15
12171,1
12172,6
12181,4
12182,2
12186,5
12191,3
12198,3
12202,2
12206,1
12207,2
12213,1
12217,12
12221,3
12225,1
12230,2
12235,2
12236,1
12239,18
12241,1
12242,14
12261,1
12269,1
12275,2
12288,11
12299,5
12318,1
12321,2
12322,8
12323,1
12328,1
12330,2
12335,1
12336,1
12338,1
12348,2
12351,3
12354,2
12357,5
12360,6
12363,14
12366,7
12367,12
12368,1
12379,5
12381,3
12382,11
12384,8
12392,2
12393,1
12404,3
12406,1
12415,2
12417,7
12421,3
12431,2
12435,14
12439,1
12442,1
12447,6
12477,3
12478,4
12479,2
12480,1
12481,2
12485,10
12489,2
12494,3
12504,4
12530,1
12531,12
12532,2
12535,13
12539,7
12544,5
12547,5
12556,2
12568,1
12575,1
12578,4
12591,2
12596,1
12598,7
12613,10
12615,1
12618,22
12619,9
12621,2
12628,4
12631,1
12639,2
12642,3
12644,28
12646,2
12652,1
12657,1
12660,1
12661,1
12662,1
12669,3
12672,4
12676,1
12677,1
12678,3
12686,1
12688,5
12693,2
12698,2
12707,1
12714,1
12717,2
12722,6
12729,3
12736,3
12737,2
12741,1
12744,1
12746,1
12752,2
12758,6
12768,3
12774,6
12777,1
12789,5
12796,3
12803,1
12815,1
12818,1
12821,1
12822,3
12829,1
12835,1
12844,11
12851,2
12859,7
12860,8
12864,3
12865,1
12866,5
12891,3
12892,9
12895,3
12899,1
12923,1
12929,1
12931,3
12933,1
12937,2
12942,1
12944,13
12947,1
12957,3
12959,2
12965,5
12976,2
12998,5
12999,9
13001,2
13002,1
13006,5
13007,3
13018,2
13029,1
13032,1
13047,1
13048,1
13049,8
13060,1
13064,35
13066,1
13075,4
13079,2
13080,6
13084,4
13087,4
13092,14
13096,4
13098,2
13104,1
13108,2
13109,1
13112,1
13116,1
13118,2
13127,1
13128,1
13131,1
13138,2
13139,4
13141,18
13143,2
13144,1
13145,1
13150,3
13152,3
13161,3
13162,3
13170,16
13174,19
13178,2
13179,1
13181,1
13186,1
13189,3
13195,7
13196,6
13197,2
13210,1
13212,1
13218,9
13226,3
13229,1
13232,3
13236,1
13237,3
13242,2
13246,2
13251,1
13253,5
13272,2
13273,1
13278,3
13280,1
13282,1
13284,1
13285,17
13302,1
13304,5
13307,2
13315,3
13316,2
13326,2
13327,2
13334,2
13338,20
13341,2
13344,4
13346,1
13363,1
13368,5
13369,2
13373,6
13374,2
13376,11
13380,1
13384,2
13398,3
13399,3
13402,1
13403,1
13404,1
13413,8
13420,2
13422,1
13428,1
13429,13
13438,1
13461,1
13475,1
13476,2
13495,1
13498,2
13499,14
13502,3
13504,3
13511,1
13514,1
13517,2
13532,1
13535,2
13551,4
13552,2
13559,9
13560,1
13562,1
13564,11
13567,1
13570,1
13576,9
13580,1
13582,3
13583,6
13591,1
13597,3
13602,1
13604,16
13608,1
13609,5
13614,2
13616,2
13620,1
13630,2
13642,2
13649,2
13658,1
13661,1
13663,2
13664,2
13671,7
13688,2
13690,10
13700,6
13703,6
13704,1
13707,2
13709,1
13714,1
13717,3
13720,1
13721,4
13722,2
13724,2
13725,4
13726,6
13732,1
13734,1
13736,2
13741,3
13752,2
13762,6
13765,1
13779,4
13780,1
13782,3
