UserID,ItemID,Rating,Timestamp
417,802,2.0,945304135
417,1408,2.0,945304738
417,2336,5.0,945300639
417,2722,3.0,945300009
421,34,3.0,1190690093
421,231,3.0,1239998479
421,494,3.0,1190689895
421,788,3.0,1239998728
421,802,4.0,1192346268
421,2336,2.0,1190548625
421,2529,3.0,1190690407
421,4499,3.0,1190550079
426,34,3.0,900919087
427,34,3.0,1233531565
427,231,3.0,1233531510
427,494,1.0,1233532459
427,788,1.0,1233531982
428,1866,1.0,957197567
429,3608,5.0,1087877634
433,34,5.0,835787230
433,231,3.0,835787002
443,788,1.0,851170127
445,289,4.0,993811340
445,1408,4.0,992260913
445,1468,4.0,993811568
445,1713,2.0,993813655
445,1866,3.0,993813832
445,3968,3.0,992259038
445,4293,3.0,992258071
446,34,4.0,842881972
450,34,4.0,839339308
450,231,3.0,839343908
451,802,3.0,1224313025
451,31437,4.0,1223374168
455,2722,1.0,1071871755
455,3113,1.0,1071871764
455,4344,4.0,1074731732
455,8873,4.0,1136802292
455,8983,5.0,1136808014
456,599,4.0,939465407
456,2839,4.0,939392426
456,4293,2.0,1039147823
459,8873,5.0,1341657437
459,8983,4.0,1381579693
459,80432,4.0,1395084601
459,93510,4.0,1382345367
459,96514,4.0,1346677439
459,99904,1.0,1364934540
459,100344,4.0,1384896787
459,104638,2.0,1378156407
463,34,5.0,833466004
463,222,4.0,833466807
471,231,3.0,1122074745
471,788,3.0,965177521
471,802,4.0,955826273
471,1408,5.0,955828297
471,2114,3.0,1118281371
471,2336,4.0,955819830
471,2877,3.0,955825328
471,3248,2.0,955822735
471,3360,4.0,1145583297
471,8378,4.0,1128719598
481,34,4.0,847385389
481,231,2.0,847385188
496,34,5.0,974774187
496,996,3.0,974773572
496,1970,4.0,974773158
496,3608,4.0,974780149
501,494,4.0,865588969
505,231,4.0,1299112615
509,34,4.0,837248501
509,93,2.0,837249563
509,289,4.0,837249334
512,70286,4.0,1337085435
514,34,1.0,946974972
516,93,3.0,901738051
516,231,5.0,902178231
516,494,4.0,901740492
516,788,3.0,901662992
516,802,4.0,901833151
516,996,4.0,901743176
516,1970,4.0,901664652
532,27604,4.0,1213333750
532,31437,5.0,1213332545
533,34,5.0,843207222
533,231,5.0,843207091
534,70286,5.0,1298093715
542,34,4.0,836167198
543,231,5.0,1111182140
543,8983,5.0,1111181917
545,222,3.0,844523499
545,231,3.0,844523102
545,289,3.0,844524044
554,494,4.0,965283152
554,996,4.0,965286275
554,1060,3.0,965287564
554,1130,4.0,965284382
554,1341,3.0,965284750
554,1866,3.0,965286358
554,1970,2.0,965284713
554,2013,4.0,965282775
554,2463,4.0,965287993
554,2529,5.0,965285893
554,3608,3.0,965287602
556,34,3.0,835971538
557,171,5.0,1121900467
557,2722,4.0,1121899989
563,2013,4.0,1171574770
563,2624,5.0,1171575025
567,4499,5.0,1044927102
568,231,4.0,838483765
572,34,4.0,1324266630
572,231,5.0,1324262536
572,494,4.0,1324270729
572,788,3.0,1324269926
572,802,5.0,1324271221
572,1060,2.0,1324266715
572,2114,3.0,1324353658
572,3113,3.0,1324874456
572,3360,4.0,1324276262
572,3608,4.0,1324276105
572,3968,3.0,1324348112
572,4293,3.0,1324350016
572,4844,3.0,1324351210
572,6222,3.0,1324268410
572,32031,3.0,1324352342
572,39292,4.0,1324275040
572,40962,3.0,1324349663
572,47830,3.0,1324350170
572,58295,4.0,1324347449
572,59501,4.0,1334298764
572,92507,3.0,1420342840
579,34,4.0,846840222
579,93,2.0,846840859
579,179,2.0,846678668
579,231,4.0,846677716
579,289,3.0,846840788
579,319,2.0,846840673
579,494,3.0,846840621
584,2529,4.0,977449411
588,2529,1.0,1143652687
594,788,2.0,1029174282
594,1408,3.0,979332635
594,2336,4.0,979331983
594,4344,3.0,997835633
598,2336,4.0,1131611335
598,3030,4.0,1131611168
598,39292,4.0,1131611061
600,34,5.0,940850601
600,1130,3.0,940933812
600,1717,4.0,940862454
600,1970,5.0,940934068
600,2013,3.0,940864338
600,2327,4.0,940933217
600,2529,5.0,940863114
600,2722,4.0,940848782
606,549,4.0,962485189
606,2336,4.0,962485463
612,27604,4.0,1184971010
621,319,4.0,1307168549
621,3608,5.0,1307168594
621,70286,4.0,1307170020
622,8873,5.0,1241202031
623,231,2.0,833404547
624,788,3.0,862693192
624,802,4.0,862693252
627,494,4.0,840370071
627,788,4.0,860860140
627,802,5.0,860860140
628,231,3.0,1040969898
628,788,2.0,1040970655
628,802,4.0,1040969266
628,1005,2.0,1040972967
628,2529,5.0,1040970879
631,231,3.0,1423928824
631,494,3.0,1356971398
631,1970,4.0,1356966028
631,5872,3.0,1402759489
631,70286,3.0,1413975195
633,1717,3.0,1357514190
637,93,2.0,1356110452
637,802,3.0,1356092127
637,1408,4.0,1356058518
637,1717,3.0,1356093021
637,2529,4.0,1403471504
637,2722,3.0,1356092924
637,4344,3.0,1356093306
637,5872,3.0,1356093489
637,8873,4.0,1356059375
637,8983,3.0,1356060238
637,59501,3.0,1356060464
637,69134,4.0,1356086642
637,70286,4.0,1356057898
637,99962,4.0,1396217893
642,231,4.0,850213189
648,231,4.0,1002050022
648,599,3.0,985146604
648,788,3.0,974703978
648,802,3.0,974720141
648,996,3.0,974703010
648,1060,4.0,974701037
648,1224,5.0,974703177
648,1408,3.0,974699787
648,1866,3.0,1002050203
648,1970,2.0,1075847050
648,2327,3.0,974722761
648,2336,4.0,995131783
648,2458,1.0,974721762
648,2722,2.0,974724793
648,3113,3.0,974700438
648,3360,4.0,1060418182
648,3608,2.0,974720809
648,4293,3.0,988312778
648,4499,4.0,1001298035
648,4562,3.0,1002049686
648,4597,3.0,1075846494
648,4634,3.0,1002049889
648,5843,3.0,1075845930
648,5872,2.0,1075846527
649,34,4.0,1270074777
649,3608,4.0,1270071237
652,34,4.0,942008859
652,1224,5.0,942008360
654,1408,5.0,959016134
654,2529,1.0,959016235
660,231,3.0,846772756
662,231,1.0,1169609287
662,1060,5.0,1165813821
662,6827,1.0,1165814773
663,319,4.0,1018136043
663,549,3.0,1018053481
663,1224,5.0,1018135773
663,1408,3.0,1018134637
663,2336,4.0,1108172019
663,2529,3.0,1018134575
663,2609,4.0,1020724953
663,2624,5.0,1018133969
663,3789,4.0,1020725119
664,231,5.0,1076962647
664,1970,4.0,1029329351
664,2114,5.0,1029246578
664,2134,5.0,1029248566
664,2463,3.0,1029248416
664,3360,5.0,1029246432
664,3608,4.0,1029246462
664,4562,3.0,1029248333
670,788,4.0,1006472784
670,2529,4.0,1004538666
670,2722,3.0,1004763040
670,3113,3.0,1004763131
673,231,2.0,945016286
675,34,3.0,866568972
675,222,4.0,866568903
675,231,3.0,866568815
675,494,3.0,866213834
679,494,3.0,844959191
679,802,3.0,844959313
692,59501,3.0,1424303599
692,67734,1.0,1424303608
692,70286,4.0,1424303427
692,71462,1.0,1424303901
693,231,1.0,1291890936
697,2336,4.0,1232124684
697,3608,1.0,1232124371
705,231,3.0,835019050
710,34,4.0,967006901
710,549,5.0,947828847
710,599,5.0,1025409905
710,1224,5.0,947825747
710,2529,5.0,1005583263
710,2609,4.0,1026594981
710,2877,5.0,947828544
710,3030,5.0,991153181
710,3360,3.0,958016649
710,3608,5.0,958016649
710,3789,5.0,962516103
710,6430,5.0,1139806936
710,8983,5.0,1105988797
710,39292,5.0,1148274443
710,70286,3.0,1251558290
710,97870,5.0,1406126236
710,111364,4.0,1400434366
718,1970,4.0,1349895808
725,34,5.0,834307430
725,319,5.0,834307781
725,494,3.0,834307761
731,231,3.0,1075079426
739,231,3.0,1240843994
739,494,3.0,1240845073
739,55255,4.0,1243220645
739,67734,3.0,1251765071
739,70286,5.0,1261927409
739,71462,3.0,1260794488
743,802,3.0,844816679
761,34,4.0,903142403
761,93,1.0,903144805
761,231,3.0,903145037
761,319,4.0,903141517
761,788,2.0,903144460
761,996,2.0,903143544
761,1717,2.0,903140764
761,1866,1.0,903144366
762,1060,4.0,849599696
767,1060,3.0,964040177
770,1224,5.0,1414296725
770,2336,4.0,1415503695
771,1408,3.0,874440019
771,1468,2.0,874439545
781,494,3.0,851887093
781,788,3.0,851887136
782,231,3.0,838652371
790,34,5.0,940106537
790,1060,4.0,940106661
790,2722,4.0,940105741
794,93510,4.0,1361587845
797,34,5.0,957232511
797,801,3.0,957233458
797,3608,4.0,957233327
800,494,4.0,1059504897
802,34,5.0,1015508751
802,231,4.0,1015517105
802,788,4.0,1015522493
802,801,4.0,1015450701
802,1060,5.0,1015508902
802,1408,2.0,1015514916
802,2114,4.0,1015511816
802,2134,4.0,1015517209
802,2877,2.0,1015517164
802,3360,5.0,1015526339
802,3608,3.0,1015512914
802,4499,4.0,1015507182
807,231,3.0,1005246957
807,788,2.0,1005247003
807,3608,4.0,1005246704
807,3968,3.0,1005246818
810,1060,3.0,993238436
810,3360,4.0,993238906
812,34,4.0,967955572
812,171,3.0,1002700524
812,231,1.0,1022490516
812,705,4.0,1022490318
812,1060,4.0,990953753
812,1224,4.0,968141102
812,1717,2.0,990954497
812,1866,4.0,968647398
812,1970,4.0,974410034
812,2013,1.0,967958347
812,2134,3.0,976671962
812,2722,3.0,976672870
812,3113,3.0,990954787
812,3436,1.0,976673308
812,3879,1.0,1014550173
812,3968,4.0,990952909
812,4054,4.0,1038224728
812,4344,1.0,1020751447
812,4499,2.0,1002700313
812,4597,3.0,1002699530
812,5872,3.0,1091860866
812,32031,3.0,1127033615
816,231,5.0,832975578
816,494,4.0,848173864
816,802,4.0,848173887
817,494,3.0,852378581
817,788,3.0,852378638
817,802,5.0,854051203
821,34,4.0,848159365
821,1130,3.0,848160654
831,34,3.0,836392952
833,34,3.0,837678545
833,231,3.0,837678447
841,231,4.0,1218218350
841,2722,2.0,1218216841
841,58295,4.0,1218217858
841,59501,3.0,1218217899
843,2529,1.0,1422220706
843,3608,1.0,1422220143
843,70286,1.0,1422220766
843,86347,4.0,1422134458
843,92507,2.0,1422133422
843,93510,1.0,1422133235
843,94405,1.0,1422133822
843,95449,4.0,1422133692
843,111364,1.0,1422133403
856,494,4.0,1059850533
856,1970,4.0,1059863483
856,2013,4.0,1059863330
856,2099,4.0,1059863112
856,2134,4.0,1059863001
856,2529,5.0,1059861867
856,2661,4.0,1059861452
856,2875,3.0,1059860957
856,2877,4.0,1059860964
856,3248,4.0,1059859995
856,3360,4.0,1059859678
856,3608,3.0,1059859007
856,4909,4.0,1059855349
856,6473,1.0,1059851129
860,93,2.0,979801304
860,802,3.0,979801062
860,1408,4.0,979799647
860,2529,5.0,979798596
860,3113,4.0,980022973
868,1408,4.0,1122761448
868,3360,5.0,1122762896
868,26283,4.0,1125005702
872,231,3.0,1290859548
872,788,3.0,1290887546
872,1408,4.0,1290866022
872,1717,3.0,1290942054
872,2013,2.0,1290800112
872,3360,4.0,1290800698
872,3608,4.0,1290942073
872,8983,4.0,1290941895
872,56941,4.0,1290865718
872,67734,3.0,1290801359
872,70286,3.0,1290867123
879,2463,3.0,944332846
886,494,5.0,856064776
887,70286,5.0,1365247250
894,8873,5.0,1324232657
897,1717,5.0,953076263
897,2327,4.0,953076177
903,34,4.0,902071864
903,93,1.0,903875692
903,171,2.0,975626705
903,179,1.0,903702919
903,231,4.0,903875209
903,287,1.0,903875644
903,289,2.0,903875308
903,319,5.0,902107541
903,494,3.0,902109945
903,561,3.0,902074250
903,599,4.0,902072015
903,788,3.0,903628492
903,801,1.0,975626907
903,802,2.0,902106960
903,996,3.0,902110214
903,1005,1.0,903875737
903,1060,4.0,902106737
903,1130,3.0,902109172
903,1224,4.0,902073119
903,1408,3.0,902074096
903,1468,1.0,975626788
903,1713,3.0,903875554
903,1717,2.0,902109123
903,1822,1.0,975627247
903,1866,1.0,975626938
903,1970,3.0,902109399
903,2013,4.0,902109730
903,2099,1.0,902108604
903,2114,3.0,902108254
903,2134,4.0,903703801
903,2327,2.0,997998369
903,2336,3.0,975537361
903,2458,2.0,975536932
903,2463,4.0,975535694
903,2529,2.0,997998647
903,2722,2.0,975700658
903,2875,1.0,975700545
903,2877,2.0,975970312
903,3030,4.0,974751174
903,3113,2.0,975700902
903,3248,1.0,975627183
903,3360,3.0,975699248
903,3436,1.0,975700373
903,3608,5.0,975535733
903,3692,2.0,975536890
903,3968,2.0,997999658
903,4120,1.0,998000165
903,4199,1.0,997999021
903,4284,1.0,997999892
903,4293,3.0,997999892
903,4344,3.0,997997403
903,4499,5.0,997999326
903,4562,3.0,997999326
903,4597,1.0,997999021
903,4634,2.0,997999603
903,4653,1.0,997999579
910,34,3.0,1117760698
910,231,4.0,1100529332
910,494,4.0,1117760970
910,788,4.0,1117760845
910,996,4.0,1099013123
910,2114,5.0,1078335729
910,3360,5.0,1012441520
910,4499,5.0,1078344229
910,30818,4.0,1252116504
910,39292,5.0,1132110925
910,55036,2.0,1323025136
910,58295,4.0,1238591557
910,59501,3.0,1211937468
910,70286,4.0,1268623909
910,78041,4.0,1279766427
914,1224,5.0,964038873
915,1224,5.0,1154645592
920,231,1.0,840826418
920,802,4.0,840825652
922,2134,5.0,1229474064
924,319,4.0,1359717524
924,8983,4.0,1359717498
924,70286,5.0,1359661966
930,34,3.0,1044488835
930,1408,3.0,1044561234
930,2336,5.0,1044562954
930,2875,2.0,1044489328
935,231,1.0,1154355103
935,788,1.0,1154357521
935,1717,3.0,1154358930
935,39292,4.0,1166002640
936,34,4.0,938816713
936,319,5.0,938822747
936,2134,2.0,938824474
936,2336,4.0,939069612
937,8873,5.0,1291061635
940,549,2.0,1113520295
940,5688,4.0,1131155610
940,6772,4.0,1113521739
940,8873,1.0,1113520712
940,31952,4.0,1131155636
945,34,4.0,1094387993
945,231,3.0,1094388073
949,70286,4.0,1286738860
951,1408,4.0,1170642049
951,4344,2.0,1170631188
951,8666,2.0,1170631564
951,27193,4.0,1170631191
953,231,5.0,1199891981
960,34,4.0,837155204
961,802,3.0,859466980
969,2529,4.0,1390181861
969,3030,4.0,1426745619
969,69134,3.0,1426745226
969,70286,5.0,1390415590
969,101741,4.0,1426749648
969,114060,4.0,1426747473
971,34,3.0,1204038086
971,231,4.0,1201458299
971,319,5.0,1201457916
971,788,1.0,1201546801
971,802,3.0,1204037372
971,1408,4.0,1201476840
971,1717,3.0,1201467128
971,2134,3.0,1201454533
971,2463,3.0,1201466953
971,2529,4.0,1201472480
971,2875,4.0,1201546403
971,2962,4.0,1204425528
971,3113,3.0,1201456991
971,3248,1.0,1201546641
971,3608,4.0,1201466765
971,4344,1.0,1204037950
971,4499,4.0,1201725682
971,5134,3.0,1204425535
978,34,1.0,976587302
978,231,1.0,976587644
978,802,1.0,976589061
978,1060,4.0,976587562
978,1713,2.0,976587843
980,34,4.0,836398354
982,34,3.0,1141510198
982,93,3.0,1141669526
982,231,3.0,1141510263
982,319,4.0,1141549327
982,458,3.0,1141552301
982,494,3.0,1141502742
982,599,4.0,1141503284
982,788,2.0,1141510581
982,802,2.0,1141549591
982,996,3.0,1141653510
982,1130,4.0,1141659881
982,1408,4.0,1141549764
982,1713,3.0,1269348964
982,1717,3.0,1141651683
982,1970,4.0,1141553055
982,2013,4.0,1141551088
982,2134,3.0,1141652202
982,2327,3.0,1141667129
982,2529,4.0,1141511342
982,2722,3.0,1141651625
982,2962,4.0,1195753288
982,3030,4.0,1141510904
982,3113,3.0,1141553375
982,3248,2.0,1141669474
982,3608,4.0,1141551013
982,3692,3.0,1141669037
982,4199,3.0,1141669524
982,4344,3.0,1141652523
982,4844,3.0,1269348443
982,5107,3.0,1148908135
982,5872,3.0,1141653388
982,6222,3.0,1141667543
982,8666,2.0,1193328866
982,8873,3.0,1195746863
982,8983,4.0,1141551158
982,32632,4.0,1195817922
987,34,3.0,943908983
987,2529,5.0,943907127
991,3968,2.0,1225313628
997,58295,4.0,1231886675
1001,231,4.0,1115200495
1001,788,3.0,1145220247
1001,801,2.0,1114480523
1001,802,3.0,1115198584
1001,3608,3.0,1115198872
1001,3968,3.0,1115200833
1001,4499,4.0,1115187008
1001,4634,3.0,1115199722
1001,5843,3.0,1115199948
1001,5872,2.0,1114480200
1001,32031,3.0,1122291269
1006,7091,4.0,1072066816
1007,34,4.0,899069129
1007,171,3.0,899072668
1007,231,3.0,899074609
1007,289,3.0,899078271
1007,1341,3.0,899075385
1011,34,3.0,979333962
1011,179,1.0,979953741
1011,222,5.0,979953369
1011,231,3.0,999104204
1011,494,2.0,979954624
1011,802,3.0,999098895
1011,1060,4.0,995667427
1011,2134,4.0,999104303
1011,2336,5.0,978395947
1011,2529,4.0,979954554
1011,3436,4.0,979953769
1011,3608,3.0,1025638123
1011,4344,1.0,1011629819
1011,5872,3.0,1042400383
1011,8983,5.0,1105926997
1016,599,4.0,1183239104
1016,1060,2.0,1183238265
1020,32031,3.0,1303074341
1043,494,3.0,860766785
1055,231,3.0,840633421
1062,34,5.0,976824019
1065,231,3.0,1343100123
1065,70286,5.0,1343100151
1086,3608,1.0,1369013299
1088,494,5.0,858002935
1088,802,4.0,858003012
1092,2529,3.0,957558773
1098,93,3.0,844799185
1098,1005,4.0,844800942
1100,34,2.0,837370767
1100,231,1.0,837370114
1100,319,5.0,837370936
1103,1060,4.0,1185068531
1105,34,3.0,836731808
1105,171,3.0,836732894
1105,222,5.0,836732930
1105,231,1.0,836731698
1105,319,5.0,836733037
1118,599,1.0,961691528
1118,3608,3.0,961691066
1122,788,3.0,1105032483
1124,2722,1.0,1167939679
1127,8873,5.0,1111763681
1132,34,5.0,965235095
1132,289,2.0,965235070
1133,34,3.0,962702745
1133,2463,3.0,969319605
1133,3608,4.0,962702929
1140,34,5.0,1010540513
1140,788,3.0,1010542863
1140,802,3.0,1010542863
1140,2877,2.0,1044336790
1140,3030,5.0,1010540513
1140,4972,4.0,1044336828
1143,34,5.0,831993907
1143,179,3.0,831995202
1143,222,5.0,831994384
1144,34,3.0,849043928
1144,231,3.0,848952500
1144,319,4.0,849044119
1155,34,5.0,1112375995
1155,222,4.0,1123088432
1155,231,2.0,1112384280
1155,1224,4.0,1113599099
1155,1408,4.0,1123086460
1155,1717,2.0,1122475399
1155,2013,3.0,1113598944
1155,2336,4.0,1112384439
1155,3608,3.0,1122475129
1155,4499,3.0,1122475108
1155,5872,3.0,1113228802
1155,7091,4.0,1123086680
1159,3030,5.0,1018347923
1159,3113,3.0,1018346260
1159,4844,4.0,1018342801
1160,34,4.0,852486380
1160,231,3.0,832069206
1160,494,3.0,852486553
1165,34,3.0,1144777434
1165,231,4.0,1144777450
1165,289,3.0,1144947196
1165,319,4.0,1144855973
1165,599,4.0,1144799142
1165,788,3.0,1144776929
1165,1468,1.0,1144945492
1165,2529,4.0,1144778664
1165,2722,1.0,1144854674
1165,3968,3.0,1145032726
1165,5843,2.0,1154637569
1165,5872,3.0,1144854629
1165,7209,4.0,1144856223
1184,34,3.0,843737301
1184,231,1.0,843736875
1187,34,5.0,959300591
1187,549,3.0,959300302
1187,2875,2.0,959300163
1187,3360,5.0,959301129
1188,34,5.0,945895224
1188,1060,5.0,945894829
1195,8983,3.0,1107617549
1199,1408,3.0,1046982710
1199,3608,4.0,1046982792
1202,58295,4.0,1221474691
1209,231,4.0,1101590109
1209,788,3.0,1101742477
1209,1408,4.0,1101589356
1209,3113,4.0,1101590561
1209,3608,2.0,1101590467
1209,3968,3.0,1101741713
1212,34,5.0,835615663
1215,231,1.0,832882887
1216,319,4.0,964155156
1221,1408,5.0,1111940597
1222,34,5.0,1294190379
1222,494,4.0,1294245761
1222,599,5.0,1294157916
1222,802,4.0,1294246018
1222,1408,4.0,1294246166
1222,2336,4.0,1294246749
1222,2529,4.0,1294246144
1222,8666,1.0,1294156734
1222,8873,3.0,1294157997
1223,494,3.0,862590451
1223,788,2.0,862574854
1223,802,3.0,862574883
