TargetUser,OtherUser,CommonItems
1,26144,1
1,26227,1
1,26497,1
1,26621,1
1,26832,1
1,26867,1
1,27073,1
1,27140,1
1,27320,1
1,27367,1
1,27484,1
1,27535,1
1,27618,1
1,27646,1
1,27854,1
1,27993,1
1,28328,1
1,28521,1
1,28860,1
1,29052,1
1,29209,1
1,29357,1
1,29358,1
1,29559,1
1,29808,1
1,29979,1
1,30099,1
1,30184,1
1,30191,1
1,30352,1
1,30519,1
1,30761,1
1,30875,1
1,32061,1
1,32094,1
1,32199,1
1,32300,1
1,32317,1
1,32340,1
1,32433,1
1,32460,1
1,32659,1
1,32806,1
1,33349,1
1,33384,1
1,33534,1
1,33611,1
1,33746,1
1,33933,1
1,34028,1
1,34177,1
1,34222,1
1,34431,1
1,34437,1
1,34576,1
1,34700,1
1,34743,1
1,34995,1
1,35178,1
1,35259,1
1,35316,1
1,35439,1
1,35533,1
1,36003,1
1,36110,1
1,36201,1
1,36225,1
1,36323,1
1,36354,1
1,36701,1
1,36948,1
1,37042,1
1,37248,1
1,37250,1
1,37542,1
1,37738,1
1,37838,1
1,38107,1
1,38372,1
1,38406,1
1,38605,1
1,38704,1
1,38756,1
1,38800,1
1,38914,1
1,39253,1
1,39581,1
1,39933,1
1,39937,1
1,40003,1
1,40239,1
1,40456,1
1,40619,1
1,40783,1
1,41140,1
1,41267,1
1,41496,1
1,41726,1
1,41795,1
1,41883,1
1,42204,1
1,42228,1
1,42245,1
1,42392,1
1,42604,1
1,42663,1
1,42704,1
1,42727,1
1,42746,1
1,42871,1
1,43319,1
1,43358,1
1,43468,1
1,43988,1
1,44403,1
1,44497,1
1,44563,1
1,44938,1
1,45133,1
1,45276,1
1,45353,1
1,45388,1
1,45397,1
1,45406,1
1,45697,1
1,45815,1
1,45928,1
1,45982,1
1,46293,1
1,46368,1
1,46569,1
1,46845,1
1,46912,1
1,47091,1
1,47154,1
1,47317,1
1,47362,1
1,47421,1
1,47437,1
1,47439,1
1,47607,1
1,47643,1
1,47695,1
1,47875,1
1,47935,1
1,47945,1
1,48006,1
1,48120,1
1,48121,1
1,48162,1
1,48206,1
1,48431,1
1,48524,1
1,48527,1
1,49075,1
1,49139,1
1,49144,1
1,49204,1
1,49478,1
1,49743,1
1,49814,1
1,49817,1
1,49820,1
1,49847,1
1,50021,1
1,50071,1
1,50168,1
1,50738,1
1,50791,1
1,50982,1
1,51109,1
1,51116,1
1,51176,1
1,51415,1
1,51500,1
1,51918,1
1,52019,1
1,52087,1
1,52292,1
1,52636,1
1,52661,1
1,52954,1
1,53201,1
1,53346,1
1,53870,1
1,54560,1
1,54779,1
1,55088,1
1,55222,1
1,55244,1
1,55284,1
1,55317,1
1,55420,1
1,55480,1
1,55556,1
1,55606,1
1,55683,1
1,55693,1
1,55880,1
1,55903,1
1,55956,1
1,55963,1
1,56222,1
1,56235,1
1,56351,1
1,56605,1
1,56720,1
1,56847,1
1,56879,1
1,56956,1
1,56957,1
1,57380,1
1,57439,1
1,57628,1
1,57735,1
1,57827,1
1,58091,1
1,58264,1
1,58271,1
1,58346,1
1,58365,1
1,58488,1
1,58612,1
1,58648,1
1,58841,1
1,59165,1
1,59167,1
1,59317,1
1,59443,1
1,59447,1
1,59477,1
1,59613,1
1,59714,1
1,59736,1
1,59777,1
1,59858,1
1,59873,1
1,59971,1
1,60113,1
1,60239,1
1,60373,1
1,60751,1
1,60887,1
1,60917,1
1,60930,1
1,61319,1
1,61458,1
1,61567,1
1,61657,1
1,62070,1
1,62260,1
1,62512,1
1,62585,1
1,62651,1
1,62661,1
1,62669,1
1,62848,1
1,63064,1
1,63071,1
1,63147,1
1,63175,1
1,63198,1
1,63244,1
1,63255,1
1,63377,1
1,63438,1
1,63568,1
1,64217,1
1,64219,1
1,64554,1
1,64636,1
1,64866,1
1,64868,1
1,64879,1
1,64882,1
1,64893,1
1,64920,1
1,64949,1
1,65413,1
1,65722,1
1,65759,1
1,65771,1
1,65839,1
1,66044,1
1,66049,1
1,66226,1
1,66257,1
1,66484,1
1,66517,1
1,66576,1
1,66815,1
1,67023,1
1,67181,1
1,67263,1
1,67327,1
1,67346,1
1,67709,1
1,68026,1
1,68340,1
1,68501,1
1,68505,1
1,68575,1
1,69194,1
1,69384,1
1,69426,1
1,69483,1
1,69700,1
1,69786,1
1,69988,1
1,70007,1
1,70025,1
1,70201,1
1,70235,1
1,70342,1
1,70444,1
1,70460,1
1,70546,1
1,70576,1
1,70661,1
1,70663,1
1,70882,1
1,71001,1
1,71088,1
1,71091,1
1,71646,1
1,72099,1
1,72266,1
1,72289,1
1,72420,1
1,72430,1
1,72468,1
1,72517,1
1,72572,1
1,72665,1
1,72942,1
1,73049,1
1,73081,1
1,73141,1
1,73213,1
1,73382,1
1,73397,1
1,73478,1
1,73813,1
1,73961,1
1,74115,1
1,74379,1
1,74505,1
1,74604,1
1,74654,1
1,74661,1
1,74759,1
1,74814,1
1,74962,1
1,75069,1
1,75105,1
1,75327,1
1,75328,1
1,75371,1
1,75478,1
1,75663,1
1,75678,1
1,75789,1
1,75904,1
1,76008,1
1,76024,1
1,76047,1
1,76076,1
1,76213,1
1,76233,1
1,76292,1
1,76334,1
1,76484,1
1,76501,1
1,76522,1
1,76625,1
1,76832,1
1,76835,1
1,76992,1
1,77260,1
1,77506,1
1,77664,1
1,77999,1
1,78083,1
1,78137,1
1,78173,1
1,78252,1
1,78397,1
1,78446,1
1,78473,1
1,78524,1
1,78703,1
1,78740,1
1,78902,1
1,78911,1
1,79088,1
1,79159,1
1,79347,1
1,79624,1
1,79690,1
1,79775,1
1,80185,1
1,80276,1
1,80294,1
1,80391,1
1,80537,1
1,81047,1
1,81186,1
1,81212,1
1,81257,1
1,81263,1
1,81641,1
1,81739,1
1,81811,1
1,82385,1
1,82418,1
1,82807,1
1,82825,1
1,82931,1
1,83090,1
1,83159,1
1,83440,1
1,83495,1
1,83662,1
1,83866,1
1,83936,1
1,84288,1
1,84454,1
1,84922,1
1,84957,1
1,85321,1
1,85464,1
1,85492,1
1,85558,1
1,85658,1
1,85877,1
1,85949,1
1,86045,1
1,86266,1
1,86456,1
1,86529,1
1,86557,1
1,86667,1
1,86716,1
1,87024,1
1,87278,1
1,87335,1
1,87357,1
1,87406,1
1,87718,1
1,87883,1
1,87925,1
1,88116,1
1,88213,1
1,88297,1
1,88614,1
1,88688,1
1,88785,1
1,88818,1
1,88820,1
1,88955,1
1,89096,1
1,89180,1
1,89277,1
1,89562,1
1,90010,1
1,90027,1
1,90033,1
1,90194,1
1,90228,1
1,90275,1
1,90392,1
1,91118,1
1,91185,1
1,91193,1
1,91217,1
1,91349,1
1,91444,1
1,91482,1
1,91484,1
1,91559,1
1,91709,1
1,91825,1
1,91867,1
1,92394,1
1,92433,1
1,92472,1
1,92485,1
1,92518,1
1,92546,1
1,92570,1
1,92636,1
1,92915,1
1,92924,1
1,93130,1
1,93152,1
1,93290,1
1,93717,1
1,93810,1
1,93954,1
1,94013,1
1,94090,1
1,94777,1
1,94909,1
1,95017,1
1,95096,1
1,95288,1
1,95372,1
1,95380,1
1,95466,1
1,95594,1
1,95737,1
1,95859,1
1,95992,1
1,96086,1
1,96708,1
1,96918,1
1,97112,1
1,97176,1
1,97201,1
1,97338,1
1,97556,1
1,97704,1
1,97753,1
1,97843,1
1,97853,1
1,97959,1
1,98039,1
1,98282,1
1,98350,1
1,98491,1
1,98759,1
1,99196,1
1,99689,1
1,99704,1
1,99967,1
1,100134,1
1,100369,1
1,100471,1
1,100697,1
1,100766,1
1,100767,1
1,100805,1
1,100992,1
1,101113,1
1,101242,1
1,101384,1
1,101387,1
1,101474,1
1,101690,1
1,101861,1
1,102025,1
1,102098,1
1,102211,1
1,102294,1
1,102373,1
1,102486,1
1,102599,1
1,103090,1
1,103223,1
1,103291,1
1,103668,1
1,103696,1
1,103716,1
1,103810,1
1,104182,1
1,104236,1
1,104363,1
1,104581,1
1,104784,1
1,104949,1
1,105070,1
1,105161,1
1,105518,1
1,105580,1
1,105759,1
1,105838,1
1,105843,1
1,105866,1
1,106043,1
1,106142,1
1,106159,1
1,106215,1
1,106251,1
1,106310,1
1,106348,1
1,106512,1
1,106664,1
1,106737,1
1,106802,1
1,107081,1
1,107450,1
1,107552,1
1,107716,1
1,107734,1
1,108061,1
1,108076,1
1,108142,1
1,108609,1
1,108713,1
1,108724,1
1,108975,1
1,109128,1
1,109152,1
1,109158,1
1,109299,1
1,109351,1
1,109557,1
1,109583,1
1,109702,1
1,109802,1
1,110130,1
1,110255,1
1,110278,1
1,110588,1
1,110658,1
1,110731,1
1,110838,1
1,111065,1
1,111385,1
1,111522,1
1,111523,1
1,111549,1
1,111907,1
1,112033,1
1,112145,1
1,112370,1
1,112379,1
1,112762,1
1,112765,1
1,113041,1
1,113336,1
1,113365,1
1,113499,1
1,113570,1
1,113736,1
1,113862,1
1,114270,1
1,114406,1
1,114412,1
1,114518,1
1,114579,1
1,114595,1
1,114688,1
1,114805,1
1,114948,1
1,115207,1
1,115227,1
1,115467,1
1,115574,1
1,115811,1
1,116019,1
1,116047,1
1,116189,1
1,116247,1
1,116361,1
1,116464,1
1,116498,1
1,116658,1
1,116859,1
1,116882,1
1,117025,1
1,117143,1
1,117146,1
1,117234,1
1,117254,1
1,117273,1
1,117393,1
1,117395,1
1,117708,1
1,118016,1
1,118067,1
1,118074,1
1,118145,1
1,118205,1
1,118229,1
1,118266,1
1,118736,1
1,118955,1
1,119148,1
1,119242,1
1,119271,1
1,119274,1
1,119443,1
1,119497,1
1,119533,1
1,119983,1
1,120212,1
1,120249,1
1,120276,1
1,120450,1
1,120455,1
1,120659,1
1,120691,1
1,120934,1
1,120942,1
1,120948,1
1,121121,1
1,121453,1
1,121535,1
1,121543,1
1,121774,1
1,122057,1
1,122219,1
1,122310,1
1,122342,1
1,122354,1
1,122430,1
1,122520,1
1,122523,1
1,123226,1
1,123344,1
1,123574,1
1,123613,1
1,123964,1
1,123987,1
1,124242,1
1,124339,1
1,124584,1
1,124633,1
1,125067,1
1,125182,1
1,125231,1
1,125636,1
1,125795,1
1,125930,1
1,125971,1
1,126018,1
1,126121,1
1,126503,1
1,126867,1
1,127141,1
1,127171,1
1,127524,1
1,127798,1
1,128256,1
1,128273,1
1,128347,1
1,128527,1
1,128550,1
1,128784,1
1,129050,1
1,129167,1
1,129351,1
1,129586,1
1,129746,1
1,129805,1
1,130051,1
1,130178,1
1,130193,1
1,130269,1
1,130290,1
1,130622,1
1,130767,1
1,130812,1
1,130859,1
1,131081,1
1,131162,1
1,131180,1
1,131198,1
1,131213,1
1,131407,1
1,131620,1
1,131651,1
1,131721,1
1,131808,1
1,131814,1
1,131904,1
1,131961,1
1,131976,1
1,131998,1
1,132062,1
1,132386,1
1,132825,1
1,132889,1
1,132973,1
1,133118,1
1,133229,1
1,133306,1
1,133509,1
1,133518,1
1,133622,1
1,133652,1
1,133701,1
1,133843,1
1,133980,1
1,133997,1
1,134000,1
1,134401,1
1,134497,1
1,134723,1
1,134859,1
1,135082,1
1,135266,1
1,135425,1
1,135429,1
1,135535,1
1,135783,1
1,135819,1
1,135867,1
1,136054,1
1,136210,1
1,136273,1
1,136704,1
1,136756,1
1,136806,1
1,136954,1
1,137015,1
1,137081,1
1,137309,1
1,137377,1
1,137444,1
1,137517,1
1,137759,1
1,137807,1
1,138065,1
1,138460,1
1,138461,1
134,6,2
134,19,2
134,38,1
134,40,2
134,47,1
134,52,1
134,55,1
134,57,1
134,70,2
134,73,2
134,77,1
134,83,1
134,105,2
134,109,1
134,119,1
134,124,1
134,126,1
134,130,4
134,140,3
134,145,1
134,147,2
134,150,1
134,156,11
134,157,1
134,169,1
134,172,1
134,174,1
134,179,1
134,188,2
134,199,1
134,204,1
134,206,1
134,220,2
134,232,1
134,234,1
134,246,1
134,255,2
134,259,1
134,262,1
134,264,1
134,267,1
134,269,2
134,275,2
134,280,1
134,283,2
134,294,8
134,296,1
134,299,1
134,317,2
134,352,1
134,359,7
134,368,1
134,374,1
134,378,1
134,380,2
134,383,2
134,389,2
134,397,1
134,409,4
134,417,6
134,421,5
134,426,1
134,427,2
134,433,1
134,443,1
134,445,1
134,446,1
134,450,1
134,451,1
134,455,1
134,463,2
134,471,5
134,481,1
134,496,2
134,509,1
134,514,1
134,516,3
134,533,1
134,542,1
134,545,1
134,554,4
134,556,1
134,557,1
134,572,5
134,579,1
134,584,1
134,588,1
134,594,3
134,598,1
134,600,6
134,606,1
134,624,2
134,627,2
134,628,3
134,631,1
134,633,1
134,637,5
134,648,7
134,649,1
134,652,1
134,654,2
134,662,1
134,663,3
134,664,3
134,670,3
134,675,2
134,679,1
134,697,1
134,710,2
134,718,1
134,725,1
134,743,1
134,761,3
134,762,1
134,767,1
134,770,1
134,771,1
134,781,1
134,790,3
134,797,1
134,802,6
134,807,1
134,810,1
134,812,6
134,816,1
134,817,2
134,821,2
134,831,1
134,833,1
134,841,1
134,843,1
134,856,3
134,860,3
134,868,1
134,872,3
134,897,1
134,903,13
134,910,3
134,920,1
134,922,1
134,930,3
134,935,2
134,936,3
134,945,1
134,951,1
134,960,1
134,961,1
134,969,1
134,971,7
134,978,3
134,980,1
134,982,10
134,987,2
134,1001,2
134,1007,1
134,1011,7
134,1016,1
134,1062,1
134,1088,1
134,1092,1
134,1100,1
134,1103,1
134,1105,2
134,1122,1
134,1124,1
134,1132,1
134,1133,1
134,1140,3
134,1143,2
134,1144,1
134,1155,5
134,1160,1
134,1165,4
134,1184,1
134,1187,1
134,1188,2
134,1199,1
134,1209,2
134,1212,1
134,1221,1
134,1222,5
134,1223,2
134,1225,1
134,1230,1
134,1237,1
134,1246,1
134,1249,1
134,1278,1
134,1279,1
134,1281,2
134,1282,1
134,1287,1
134,1290,3
134,1301,6
134,1309,5
134,1311,1
134,1313,1
134,1317,3
134,1325,1
134,1334,7
134,1338,4
134,1339,2
134,1341,1
134,1352,1
134,1357,1
134,1358,1
134,1368,1
134,1369,4
134,1376,3
134,1378,7
134,1381,2
134,1400,5
134,1416,1
134,1419,8
134,1433,2
134,1442,2
134,1446,2
134,1455,2
134,1457,1
134,1468,1
134,1472,1
134,1481,1
134,1484,2
134,1509,1
134,1510,2
134,1530,3
134,1548,3
134,1557,2
134,1565,2
134,1570,1
134,1573,3
134,1577,2
134,1581,1
134,1584,2
134,1592,1
134,1601,4
134,1607,2
134,1611,2
134,1625,2
134,1629,2
134,1632,4
134,1637,1
134,1643,5
134,1653,4
134,1655,1
134,1661,1
134,1669,1
134,1674,1
134,1677,3
134,1681,2
134,1694,1
134,1701,1
134,1707,2
134,1713,2
134,1729,7
134,1735,2
134,1747,1
134,1755,4
134,1770,1
134,1790,3
134,1813,2
134,1829,2
134,1834,2
134,1836,1
134,1839,1
134,1840,2
134,1846,1
134,1847,3
134,1855,2
134,1858,3
134,1869,2
134,1873,1
134,1876,4
134,1891,2
134,1909,1
134,1912,1
134,1917,1
134,1918,1
134,1923,1
134,1931,4
134,1953,1
134,1959,3
134,1970,4
134,1972,9
134,1983,3
134,1984,3
134,1989,1
134,1999,3
134,2015,3
134,2021,1
134,2024,3
134,2026,2
134,2043,3
134,2047,3
134,2061,1
134,2064,3
134,2069,1
134,2081,3
134,2085,1
134,2107,1
134,2117,4
134,2118,1
134,2119,3
134,2140,4
134,2147,4
134,2151,3
134,2152,2
134,2153,2
134,2161,3
134,2184,3
134,2188,3
134,2191,1
134,2193,2
134,2197,2
134,2201,1
134,2204,1
134,2206,1
134,2209,2
134,2214,4
134,2217,4
134,2221,1
134,2225,1
134,2226,3
134,2232,7
134,2248,2
134,2259,8
134,2280,2
134,2285,1
134,2286,1
134,2289,3
134,2294,1
134,2299,2
134,2303,1
134,2312,1
134,2322,1
134,2323,2
134,2330,2
134,2332,1
134,2335,1
134,2350,1
134,2354,2
134,2361,3
134,2362,2
134,2370,3
134,2374,8
134,2378,7
134,2393,1
134,2408,1
134,2413,1
134,2419,1
134,2420,1
134,2426,1
134,2427,2
134,2430,5
134,2438,1
134,2444,2
134,2446,1
134,2454,1
134,2455,1
134,2461,1
134,2468,1
134,2475,1
134,2484,4
134,2487,3
134,2490,1
134,2503,1
134,2509,2
134,2514,2
134,2517,3
134,2525,1
134,2558,3
134,2564,1
134,2572,2
134,2573,1
134,2576,1
134,2582,1
134,2583,1
134,2585,1
134,2586,1
134,2590,1
134,2597,1
134,2606,2
134,2608,2
134,2609,2
134,2610,2
134,2617,1
134,2626,2
134,2633,1
134,2645,1
134,2656,1
134,2659,1
134,2660,1
134,2663,3
134,2675,1
134,2676,1
134,2677,1
134,2680,1
134,2684,2
134,2691,2
134,2696,1
134,2702,1
134,2704,1
134,2706,1
134,2713,1
134,2714,2
134,2715,1
134,2718,5
134,2724,4
134,2735,1
134,2745,1
134,2748,1
134,2756,4
134,2762,6
134,2768,1
134,2772,7
134,2798,1
134,2808,1
134,2812,4
134,2818,1
134,2831,1
134,2839,2
134,2855,1
134,2856,1
134,2876,1
134,2887,1
134,2897,1
134,2898,2
134,2899,2
134,2900,3
134,2902,5
134,2903,1
134,2907,1
134,2909,3
134,2915,4
134,2921,1
134,2937,2
134,2946,2
134,2947,1
134,2958,1
134,2967,2
134,2975,1
134,2978,1
134,2979,1
134,2986,1
134,2988,5
134,2995,2
134,3000,1
134,3011,1
134,3025,3
134,3040,3
134,3042,2
134,3069,1
134,3071,1
134,3074,1
134,3088,2
134,3101,3
134,3106,2
134,3108,1
134,3113,2
134,3127,1
134,3132,1
134,3135,2
134,3143,1
134,3145,1
134,3146,1
134,3161,1
134,3175,1
134,3179,7
134,3183,1
134,3184,3
134,3188,1
134,3189,2
134,3194,2
134,3195,4
134,3206,2
134,3207,5
134,3210,2
134,3223,1
134,3233,1
134,3235,1
134,3237,1
134,3239,1
134,3249,4
134,3254,2
134,3255,1
134,3263,2
134,3270,1
134,3277,6
134,3280,1
134,3283,1
134,3287,1
134,3289,6
134,3293,2
134,3307,1
134,3318,10
134,3324,1
134,3329,1
134,3338,1
134,3344,3
134,3347,1
134,3349,1
134,3350,1
134,3356,3
134,3357,1
134,3369,1
134,3377,1
134,3400,1
134,3407,1
134,3412,1
134,3419,1
134,3423,1
134,3426,2
134,3427,3
134,3428,3
134,3433,2
134,3434,1
134,3439,1
134,3456,1
134,3457,3
134,3459,1
134,3461,2
134,3462,1
134,3469,1
134,3474,2
134,3476,2
134,3484,2
134,3485,1
134,3491,3
134,3497,1
134,3498,1
134,3507,1
134,3512,1
134,3515,3
134,3517,1
134,3518,1
134,3520,2
134,3532,2
134,3533,1
134,3534,5
134,3537,2
134,3547,1
134,3552,1
134,3564,1
134,3570,1
134,3577,1
134,3583,2
134,3585,1
134,3587,1
134,3589,2
134,3593,2
134,3597,3
134,3604,1
134,3606,3
134,3612,1
134,3616,1
134,3621,2
134,3630,1
134,3634,1
134,3640,1
134,3650,1
134,3656,2
134,3666,1
134,3667,3
134,3671,2
134,3673,7
134,3693,2
134,3697,2
134,3701,2
134,3702,1
134,3703,3
134,3704,2
134,3718,1
134,3726,1
134,3727,1
134,3737,4
134,3738,3
134,3739,1
134,3745,4
134,3746,5
134,3748,3
134,3751,2
134,3752,1
134,3764,1
134,3766,1
134,3771,1
134,3775,2
134,3788,1
134,3792,4
134,3796,2
134,3797,3
134,3799,2
134,3801,2
134,3815,1
134,3816,3
134,3818,2
134,3827,3
134,3843,1
134,3854,1
134,3855,1
134,3856,2
134,3858,8
134,3859,3
134,3863,2
134,3871,1
134,3876,2
134,3879,3
134,3885,2
134,3892,1
134,3899,3
134,3900,1
134,3907,10
134,3910,2
134,3926,1
134,3927,8
134,3928,1
134,3934,2
134,3943,2
134,3946,1
134,3951,2
134,3960,1
134,3973,2
134,4010,2
134,4022,3
134,4029,1
134,4033,2
134,4035,1
134,4043,2
134,4048,1
134,4051,1
134,4052,1
134,4056,1
134,4067,3
134,4074,1
134,4083,3
134,4084,7
134,4085,2
134,4105,2
134,4118,1
134,4127,6
134,4135,7
134,4138,1
134,4140,4
134,4155,1
134,4169,2
134,4170,1
134,4183,4
134,4186,1
134,4187,3
134,4192,2
134,4201,1
134,4207,1
134,4215,4
134,4220,2
134,4225,1
134,4230,1
134,4253,3
134,4254,3
134,4258,1
134,4259,1
134,4276,5
134,4282,2
134,4283,2
134,4285,6
134,4292,2
134,4302,1
134,4306,1
134,4312,1
134,4314,1
134,4318,1
134,4321,1
134,4322,1
134,4327,2
134,4330,5
134,4338,1
134,4340,1
134,4353,1
134,4363,1
134,4365,1
134,4371,3
134,4375,2
134,4389,3
134,4390,3
134,4402,2
134,4406,1
134,4407,1
134,4408,1
134,4413,2
134,4414,1
134,4423,7
134,4432,2
134,4439,2
134,4456,1
134,4458,1
134,4463,1
134,4464,1
134,4467,1
134,4469,2
134,4475,2
134,4476,1
134,4477,1
134,4495,1
134,4502,1
134,4518,1
134,4524,1
134,4525,3
134,4527,1
134,4528,1
134,4529,10
134,4538,1
134,4548,4
134,4553,2
134,4563,3
134,4574,2
134,4583,1
134,4587,2
134,4594,7
134,4612,2
134,4623,1
134,4634,1
134,4635,2
134,4636,5
134,4639,1
134,4640,2
134,4641,3
134,4642,2
134,4644,3
134,4658,1
134,4660,2
134,4661,2
134,4682,1
134,4701,2
134,4715,1
134,4721,2
134,4722,1
134,4725,2
134,4732,1
134,4733,1
134,4736,1
134,4740,1
134,4745,3
134,4758,1
134,4772,4
134,4776,4
134,4789,2
134,4794,3
134,4798,1
134,4802,1
134,4818,1
134,4822,1
134,4831,4
134,4832,1
134,4836,2
134,4841,2
134,4852,1
134,4862,2
134,4865,1
134,4886,1
134,4888,1
134,4903,4
134,4907,1
134,4914,7
134,4922,1
134,4923,2
134,4924,5
134,4930,1
134,4935,1
134,4937,5
134,4940,1
134,4951,1
134,4961,1
134,4967,6
134,4970,1
134,5007,1
134,5010,2
134,5012,1
134,5026,1
134,5046,3
134,5049,1
134,5054,1
134,5064,1
134,5066,2
134,5071,2
134,5074,5
134,5078,1
134,5080,3
134,5090,1
134,5108,1
134,5116,1
134,5123,1
134,5126,1
134,5135,2
134,5152,1
134,5155,8
134,5157,5
134,5173,4
134,5177,2
134,5178,1
134,5186,4
134,5199,2
134,5212,2
134,5220,1
134,5227,1
134,5233,1
134,5234,1
134,5251,3
134,5295,3
134,5304,1
134,5309,2
134,5318,1
134,5319,1
134,5329,2
134,5330,2
134,5332,3
134,5351,3
134,5356,2
134,5368,2
134,5374,2
134,5381,1
134,5403,4
134,5406,1
134,5407,1
134,5411,1
134,5412,3
134,5415,1
134,5417,1
134,5420,1
134,5436,1
134,5448,1
134,5451,1
134,5453,5
134,5461,1
134,5466,2
134,5467,1
134,5503,4
134,5504,4
134,5506,10
134,5507,3
134,5509,1
134,5514,2
134,5515,2
134,5516,1
134,5521,3
134,5523,1
134,5525,1
134,5530,1
134,5539,3
134,5542,1
134,5544,2
134,5546,3
134,5555,1
134,5556,1
134,5567,1
134,5574,2
134,5577,1
134,5584,1
134,5590,2
134,5596,1
134,5599,1
134,5622,1
134,5638,1
134,5641,2
134,5650,1
134,5658,4
134,5662,1
134,5668,1
134,5670,1
134,5673,1
134,5695,3
134,5715,1
134,5723,1
134,5724,1
134,5725,3
134,5735,3
134,5742,2
134,5748,1
134,5753,1
134,5758,1
134,5766,1
134,5787,2
134,5791,10
134,5792,1
134,5813,2
134,5814,6
134,5822,2
134,5827,3
134,5831,1
134,5833,2
134,5839,2
134,5840,1
134,5847,1
134,5855,1
134,5870,1
134,5878,3
134,5887,3
134,5892,1
134,5908,2
134,5921,4
134,5922,5
134,5945,1
134,5954,5
134,5970,1
134,5977,2
134,5981,2
134,5986,2
134,5999,2
134,6008,2
134,6010,1
134,6020,2
134,6024,1
134,6026,2
134,6048,1
134,6058,1
134,6061,2
134,6063,1
134,6064,4
134,6070,2
134,6073,1
134,6090,1
134,6092,2
134,6096,2
134,6099,11
134,6101,1
134,6114,3
134,6126,1
134,6132,3
134,6150,3
134,6152,3
134,6158,2
134,6160,1
134,6164,1
134,6167,3
134,6168,1
134,6188,3
134,6193,1
134,6199,1
134,6201,1
134,6202,1
134,6232,6
134,6233,2
134,6264,2
134,6274,1
134,6288,1
134,6289,1
134,6295,1
134,6304,2
134,6309,1
134,6316,5
134,6322,2
134,6326,6
134,6342,1
134,6361,1
134,6366,10
134,6368,1
134,6378,1
134,6405,3
134,6415,2
134,6419,2
134,6429,2
134,6431,3
134,6460,3
134,6465,2
134,6471,1
134,6472,2
134,6480,1
134,6485,1
134,6486,1
134,6487,1
134,6489,2
134,6499,1
134,6506,1
134,6521,1
134,6527,2
134,6540,3
134,6551,1
134,6553,1
134,6571,3
